Small_molecule	Large_molecule	Molecular_transformation	Correlation_index
C20H36O5	C21H27O10N	C1H-9O5N1	1
C19H22O5N2	C21H27O10N	C2H5O5N-1	1
C18H17O7N	C21H27O10N	C3H10O3	1
C17H16O7N2	C21H27O10N	C4H11O3N-1	1
C18H20O6N2	C21H27O10N	C3H7O4N-1	1
C15H24O8N2	C21H27O10N	C6H3O2N-1	1
C19H36O6	C21H27O10N	C2H-9O4N1	1
C18H34O7	C21H27O10N	C3H-7O3N1	1
C17H21O6N3	C21H27O10N	C4H6O4N-2	1
C17H19O8N	C21H27O10N	C4H8O2	1
C18H22O8	C21H27O10N	C3H5O2N1	1
C18H25O7N	C21H27O10N	C3H2O3	1
C17H20O9	C21H27O10N	C4H7O1N1	1
C16H19O9N	C21H27O10N	C5H8O1	1
C16H23O7N3	C21H27O10N	C5H4O3N-2	1
C20H34O6	C21H27O10N	C1H-7O4N1	1
C15H17O10N	C21H27O10N	C6H10	1
C20H37O5N	C21H27O10N	C1H-10O5	1
C20H36O6	C21H27O10N	C1H-9O4N1	1
C19H23O5N3	C21H27O10N	C2H4O5N-2	1
C18H18O7N2	C21H27O10N	C3H9O3N-1	1
C20H38O6	C21H27O10N	C1H-11O4N1	1
C18H19O8N	C21H27O10N	C3H8O2	1
C17H17O9N	C21H27O10N	C4H10O1	1
C17H20O8N2	C21H27O10N	C4H7O2N-1	1
C18H24O7N2	C21H27O10N	C3H3O3N-1	1
C22H36O5	C21H27O10N	C-1H-9O5N1	1
C17H22O8N2	C21H27O10N	C4H5O2N-1	1
C21H34O6	C21H27O10N	H-7O4N1	1
C22H38O5	C21H27O10N	C-1H-11O5N1	1
C17H21O9N	C21H27O10N	C4H6O1	1
C20H33O6N	C21H27O10N	C1H-6O4	1
C16H20O9N2	C21H27O10N	C5H7O1N-1	1
C19H28O8	C21H27O10N	C2H-1O2N1	1
C21H36O6	C21H27O10N	H-9O4N1	1
C20H22O6N2	C21H27O10N	C1H5O4N-1	1
C21H38O6	C21H27O10N	H-11O4N1	1
C16H21O10N	C21H27O10N	C5H6	1
C20H24O6N2	C21H27O10N	C1H3O4N-1	1
C21H40O6	C21H27O10N	H-13O4N1	1
C16H23O10N	C21H27O10N	C5H4	1
C19H22O7N2	C21H27O10N	C2H5O3N-1	1
C19H21O8N	C21H27O10N	C2H6O2	1
C18H21O7N3	C21H27O10N	C3H6O3N-2	1
C19H23O8N	C21H27O10N	C2H4O2	1
C19H22O9	C21H27O10N	C2H5O1N1	1
C18H22O8N2	C21H27O10N	C3H5O2N-1	1
C23H38O5	C21H27O10N	C-2H-11O5N1	1
C18H21O9N	C21H27O10N	C3H6O1	1
C19H25O8N	C21H27O10N	C2H2O2	1
C19H24O9	C21H27O10N	C2H3O1N1	1
C18H24O8N2	C21H27O10N	C3H3O2N-1	1
C23H40O5	C21H27O10N	C-2H-13O5N1	1
C18H23O9N	C21H27O10N	C3H4O1	1
C22H38O6	C21H27O10N	C-1H-11O4N1	1
C20H21O6N3	C21H27O10N	C1H6O4N-2	1
C18H25O9N	C21H27O10N	C3H2O1	1
C21H24O6N2	C21H27O10N	H3O4N-1	1
C22H40O6	C21H27O10N	C-1H-13O4N1	1
C21H39O6N	C21H27O10N	H-12O4	1
C18H26O10	C21H27O10N	C3H1N1	1
C21H38O7	C21H27O10N	H-11O3N1	1
C17H25O10N	C21H27O10N	C4H2	1
C20H24O7N2	C21H27O10N	C1H3O3N-1	1
C21H40O7	C21H27O10N	H-13O3N1	1
C19H19O9N	C21H27O10N	C2H8O1	1
C20H23O8N	C21H27O10N	C1H4O2	1
C19H22O8N2	C21H27O10N	C2H5O2N-1	1
C20H38O8	C21H27O10N	C1H-11O2N1	1
C19H25O7N3	C21H27O10N	C2H2O3N-2	1
C19H22O10	C21H27O10N	C2H5N1	1
C18H22O9N2	C21H27O10N	C3H5O1N-1	1
C19H26O8N2	C21H27O10N	C2H1O2N-1	1
C23H38O6	C21H27O10N	C-2H-11O4N1	1
C19H25O9N	C21H27O10N	C2H2O1	1
C23H40O6	C21H27O10N	C-2H-13O4N1	1
C18H23O10N	C21H27O10N	C3H4	1
C18H22O11	C21H27O10N	C3H5O-1N1	1
C21H22O7N2	C21H27O10N	H5O3N-1	1
C19H26O10	C21H27O10N	C2H1N1	1
C18H26O9N2	C21H27O10N	C3H1O1N-1	1
C22H38O7	C21H27O10N	C-1H-11O3N1	1
C23H42O6	C21H27O10N	C-2H-15O4N1	1
C17H21O11N	C21H27O10N	C4H6O-1	1
C18H25O10N	C21H27O10N	C3H2	1
C18H24O11	C21H27O10N	C3H3O-1N1	1
C22H40O7	C21H27O10N	C-1H-13O3N1	1
C20H19O9N	C21H27O10N	C1H8O1	1
C17H23O11N	C21H27O10N	C4H4O-1	1
C20H22O8N2	C21H27O10N	C1H5O2N-1	1
C17H26O10N2	C21H27O10N	C4H1N-1	1
C21H25O8N	C21H27O10N	H2O2	1
C21H29O6N3	C21H27O10N	H-2O4N-2	1
C20H24O8N2	C21H27O10N	C1H3O2N-1	1
C21H28O7N2	C21H27O10N	H-1O3N-1	1
C21H40O8	C21H27O10N	H-13O2N1	1
C20H23O9N	C21H27O10N	C1H4O1	1
C19H22O9N2	C21H27O10N	C2H5O1N-1	1
C20H26O8N2	C21H27O10N	C1H1O2N-1	1
C24H38O6	C21H27O10N	C-3H-11O4N1	1
C19H24O9N2	C21H27O10N	C2H3O1N-1	1
C24H40O6	C21H27O10N	C-3H-13O4N1	1
C19H23O10N	C21H27O10N	C2H4	1
C20H27O9N	C21H27O10N	C1O1	1
C21H31O8N	C21H27O10N	H-4O2	1
C22H35O7N	C21H27O10N	C-1H-8O3	1
C23H39O6N	C21H27O10N	C-2H-12O4	1
C20H26O10	C21H27O10N	C1H1N1	1
C24H42O6	C21H27O10N	C-3H-15O4N1	1
C19H25O10N	C21H27O10N	C2H2	1
C23H40O7	C21H27O10N	C-2H-13O3N1	1
C19H27O10N	C21H27O10N	C2	1
C21H22O8N2	C21H27O10N	H5O2N-1	1
C22H26O7N2	C21H27O10N	C-1H1O3N-1	1
C21H25O7N3	C21H27O10N	H2O3N-2	1
C21H24O8N2	C21H27O10N	H3O2N-1	1
C22H40O8	C21H27O10N	C-1H-13O2N1	1
C21H23O9N	C21H27O10N	H4O1	1
C22H27O8N	C21H27O10N	C-1O2	1
C21H26O8N2	C21H27O10N	H1O2N-1	1
C21H25O9N	C21H27O10N	H2O1	1
C20H24O9N2	C21H27O10N	C1H3O1N-1	1
C25H40O6	C21H27O10N	C-4H-13O4N1	1
C20H23O10N	C21H27O10N	C1H4	1
C20H26O9N2	C21H27O10N	C1H1O1N-1	1
C25H42O6	C21H27O10N	C-4H-15O4N1	1
C20H25O10N	C21H27O10N	C1H2	1
C21H29O9N	C21H27O10N	H-2O1	1
C19H24O10N2	C21H27O10N	C2H3N-1	1
C20H28O9N2	C21H27O10N	C1H-1O1N-1	1
C24H40O7	C21H27O10N	C-3H-13O3N1	1
C25H44O6	C21H27O10N	C-4H-17O4N1	1
C20H27O10N	C21H27O10N	C1	1
C23H26O7N2	C21H27O10N	C-2H1O3N-1	1
C23H38O8	C21H27O10N	C-2H-11O2N1	1
C24H42O7	C21H27O10N	C-3H-15O3N1	1
C19H25O11N	C21H27O10N	C2H2O-1	1
C20H29O10N	C21H27O10N	C1H-2	1
C22H24O8N2	C21H27O10N	C-1H3O2N-1	1
C23H40O8	C21H27O10N	C-2H-13O2N1	1
C24H44O7	C21H27O10N	C-3H-17O3N1	1
C22H23O9N	C21H27O10N	C-1H4O1	1
C19H27O11N	C21H27O10N	C2O-1	1
C22H38O9	C21H27O10N	C-1H-11O1N1	1
C23H42O8	C21H27O10N	C-2H-15O2N1	1
C21H24O9N2	C21H27O10N	H3O1N-1	1
C22H28O8N2	C21H27O10N	C-1H-1O2N-1	1
C22H40O9	C21H27O10N	C-1H-13O1N1	1
C26H40O6	C21H27O10N	C-5H-13O4N1	1
C18H26O13	C21H27O10N	C3H1O-3N1	1
C21H26O9N2	C21H27O10N	H1O1N-1	1
C26H42O6	C21H27O10N	C-5H-15O4N1	1
C21H25O10N	C21H27O10N	H2	1
C21H28O9N2	C21H27O10N	H-1O1N-1	1
C25H40O7	C21H27O10N	C-4H-13O3N1	1
C26H44O6	C21H27O10N	C-5H-17O4N1	1
C8H11O4N	C20H27O9N3	C12H16O5N2	1
C9H11O5N	C20H27O9N3	C11H16O4N2	1
C10H19O4N	C20H27O9N3	C10H8O5N2	1
C10H14O5N2	C20H27O9N3	C10H13O4N1	1
C13H14O3N2	C20H27O9N3	C7H13O6N1	1
C11H18O5N2	C20H27O9N3	C9H9O4N1	1
C12H21O5N	C20H27O9N3	C8H6O4N2	1
C13H14O4N2	C20H27O9N3	C7H13O5N1	1
C15H17O4N	C20H27O9N3	C5H10O5N2	1
C11H15O6N3	C20H27O9N3	C9H12O3	1
C12H21O5N3	C20H27O9N3	C8H6O4	1
C15H16O4N2	C20H27O9N3	C5H11O5N1	1
C13H15O5N3	C20H27O9N3	C7H12O4	1
C14H19O4N3	C20H27O9N3	C6H8O5	1
C13H21O5N3	C20H27O9N3	C7H6O4	1
C16H25O5N	C20H27O9N3	C4H2O4N2	1
C12H17O7N3	C20H27O9N3	C8H10O2	1
C14H18O7N2	C20H27O9N3	C6H9O2N1	1
C13H17O7N3	C20H27O9N3	C7H10O2	1
C18H32O5	C20H27O9N3	C2H-5O4N3	1
C13H19O7N3	C20H27O9N3	C7H8O2	1
C17H31O5N	C20H27O9N3	C3H-4O4N2	1
C19H29O4N	C20H27O9N3	C1H-2O5N2	1
C15H19O6N3	C20H27O9N3	C5H8O3	1
C14H17O7N3	C20H27O9N3	C6H10O2	1
C15H20O7N2	C20H27O9N3	C5H7O2N1	1
C14H20O6N4	C20H27O9N3	C6H7O3N-1	1
C14H21O7N3	C20H27O9N3	C6H6O2	1
C14H23O7N3	C20H27O9N3	C6H4O2	1
C17H21O5N3	C20H27O9N3	C3H6O4	1
C17H20O6N2	C20H27O9N3	C3H7O3N1	1
C16H19O6N3	C20H27O9N3	C4H8O3	1
C20H33O4N	C20H27O9N3	H-6O5N2	1
C16H20O7N2	C20H27O9N3	C4H7O2N1	1
C20H32O5	C20H27O9N3	H-5O4N3	1
C20H35O4N	C20H27O9N3	H-8O5N2	1
C17H17O6N3	C20H27O9N3	C3H10O3	1
C14H24O7N4	C20H27O9N3	C6H3O2N-1	1
C17H21O6N3	C20H27O9N3	C3H6O3	1
C16H19O7N3	C20H27O9N3	C4H8O2	1
C16H22O6N4	C20H27O9N3	C4H5O3N-1	1
C20H33O5N	C20H27O9N3	H-6O4N2	1
C16H20O8N2	C20H27O9N3	C4H7O1N1	1
C15H19O8N3	C20H27O9N3	C5H8O1	1
C20H35O5N	C20H27O9N3	H-8O4N2	1
C16H22O8N2	C20H27O9N3	C4H5O1N1	1
C15H21O8N3	C20H27O9N3	C5H6O1	1
C20H37O5N	C20H27O9N3	H-10O4N2	1
C15H20O9N2	C20H27O9N3	C5H7N1	1
C20H36O6	C20H27O9N3	H-9O3N3	1
C17H17O7N3	C20H27O9N3	C3H10O2	1
C18H21O6N3	C20H27O9N3	C2H6O3	1
C17H19O7N3	C20H27O9N3	C3H8O2	1
C18H22O7N2	C20H27O9N3	C2H5O2N1	1
C16H17O8N3	C20H27O9N3	C4H10O1	1
C17H21O7N3	C20H27O9N3	C3H6O2	1
C16H21O8N3	C20H27O9N3	C4H6O1	1
C17H25O7N3	C20H27O9N3	C3H2O2	1
C20H35O6N	C20H27O9N3	H-8O3N2	1
C15H21O7N3S	C20H27O9N3	C5H6O2S-1	1
C20H37O6N	C20H27O9N3	H-10O3N2	1
C19H32O8	C20H27O9N3	C1H-5O1N3	1
C15H23O9N3	C20H27O9N3	C5H4	1
C18H21O7N3	C20H27O9N3	C2H6O2	1
C22H35O5N	C20H27O9N3	C-2H-8O4N2	1
C18H22O8N2	C20H27O9N3	C2H5O1N1	1
C18H24O8N2	C20H27O9N3	C2H3O1N1	1
C16H19O9N3	C20H27O9N3	C4H8	1
C17H23O8N3	C20H27O9N3	C3H4O1	1
C17H22O9N2	C20H27O9N3	C3H5N1	1
C22H38O6	C20H27O9N3	C-2H-11O3N3	1
C17H25O8N3	C20H27O9N3	C3H2O1	1
C21H37O6N	C20H27O9N3	C-1H-10O3N2	1
C17H27O8N3	C20H27O9N3	C3O1	1
C21H39O6N	C20H27O9N3	C-1H-12O3N2	1
C17H26O9N2	C20H27O9N3	C3H1N1	1
C20H34O8	C20H27O9N3	H-7O1N3	1
C20H36O8	C20H27O9N3	H-9O1N3	1
C23H37O5N	C20H27O9N3	C-3H-10O4N2	1
C22H35O6N	C20H27O9N3	C-2H-8O3N2	1
C18H22O9N2	C20H27O9N3	C2H5N1	1
C17H22O8N4	C20H27O9N3	C3H5O1N-1	1
C23H38O6	C20H27O9N3	C-3H-11O3N3	1
C18H25O8N3	C20H27O9N3	C2H2O1	1
C17H23O9N3	C20H27O9N3	C3H4	1
C18H27O8N3	C20H27O9N3	C2O1	1
C17H22O10N2	C20H27O9N3	C3H5O-1N1	1
C18H26O9N2	C20H27O9N3	C2H1N1	1
C22H38O7	C20H27O9N3	C-2H-11O2N3	1
C17H25O9N3	C20H27O9N3	C3H2	1
C21H37O7N	C20H27O9N3	C-1H-10O2N2	1
C17H24O10N2	C20H27O9N3	C3H3O-1N1	1
C21H36O8	C20H27O9N3	C-1H-9O1N3	1
C22H40O7	C20H27O9N3	C-2H-13O2N3	1
C19H19O8N3	C20H27O9N3	C1H8O1	1
C20H23O7N3	C20H27O9N3	H4O2	1
C17H27O9N3	C20H27O9N3	C3	1
C21H38O8	C20H27O9N3	C-1H-11O1N3	1
C16H25O8N3S	C20H27O9N3	C4H2O1S-1	1
C20H25O7N3	C20H27O9N3	H2O2	1
C20H36O9	C20H27O9N3	H-9N3	1
C19H23O8N3	C20H27O9N3	C1H4O1	1
C20H27O7N3	C20H27O9N3	O2	1
C23H35O6N	C20H27O9N3	C-3H-8O3N2	1
C20H26O8N2	C20H27O9N3	H1O1N1	1
C20H29O7N3	C20H27O9N3	H-2O2	1
C23H37O6N	C20H27O9N3	C-3H-10O3N2	1
C23H39O6N	C20H27O9N3	C-3H-12O3N2	1
C23H38O7	C20H27O9N3	C-3H-11O2N3	1
C18H25O9N3	C20H27O9N3	C2H2	1
C23H40O7	C20H27O9N3	C-3H-13O2N3	1
C18H27O9N3	C20H27O9N3	C2	1
C22H39O7N	C20H27O9N3	C-2H-12O2N2	1
C18H26O10N2	C20H27O9N3	C2H1O-1N1	1
C22H38O8	C20H27O9N3	C-2H-11O1N3	1
C21H25O7N3	C20H27O9N3	C-1H2O2	1
C21H37O8N	C20H27O9N3	C-1H-10O1N2	1
C17H24O9N2S	C20H27O9N3	C3H3N1S-1	1
C21H28O6N4	C20H27O9N3	C-1H-1O3N-1	1
C22H40O8	C20H27O9N3	C-2H-13O1N3	1
C20H23O8N3	C20H27O9N3	H4O1	1
C17H27O10N3	C20H27O9N3	C3O-1	1
C17H26O11N2	C20H27O9N3	C3H1O-2N1	1
C20H34O10	C20H27O9N3	H-7O-1N3	1
C20H25O8N3	C20H27O9N3	H2O1	1
C19H24O8N4	C20H27O9N3	C1H3O1N-1	1
C19H23O9N3	C20H27O9N3	C1H4	1
C24H39O6N	C20H27O9N3	C-4H-12O3N2	1
C20H26O9N2	C20H27O9N3	H1N1	1
C18H24O9N4	C20H27O9N3	C2H3N-1	1
C19H27O9N3	C20H27O9N3	C1	1
C23H39O7N	C20H27O9N3	C-3H-12O2N2	1
C24H42O7	C20H27O9N3	C-4H-15O2N3	1
C18H25O10N3	C20H27O9N3	C2H2O-1	1
C23H40O8	C20H27O9N3	C-3H-13O1N3	1
C21H23O8N3	C20H27O9N3	C-1H4O1	1
C18H26O11N2	C20H27O9N3	C2H1O-2N1	1
C22H38O9	C20H27O9N3	C-2H-11N3	1
C23H42O8	C20H27O9N3	C-3H-15O1N3	1
C21H25O8N3	C20H27O9N3	C-1H2O1	1
C22H29O7N3	C20H27O9N3	C-2H-2O2	1
C20H24O8N4	C20H27O9N3	H3O1N-1	1
C17H28O10N4	C20H27O9N3	C3H-1O-1N-1	1
C22H40O9	C20H27O9N3	C-2H-13N3	1
C20H26O8N4	C20H27O9N3	H1O1N-1	1
C20H25O9N3	C20H27O9N3	H2	1
C21H29O8N3	C20H27O9N3	C-1H-2O1	1
C24H36O8	C20H27O9N3	C-4H-9O1N3	1
C25H40O7	C20H27O9N3	C-5H-13O2N3	1
C13H14O3N2	C24H27O6N3	C11H13O3N1	1
C13H15O4N	C24H27O6N3	C11H12O2N2	1
C15H14O3N2	C24H27O6N3	C9H13O3N1	1
C15H16O3N2	C24H27O6N3	C9H11O3N1	1
C14H16O5N2	C24H27O6N3	C10H11O1N1	1
C16H16O4N2	C24H27O6N3	C8H11O2N1	1
C15H20O5N2	C24H27O6N3	C9H7O1N1	1
C17H27O4N	C24H27O6N3	C7O2N2	1
C16H17O4N3	C24H27O6N3	C8H10O2	1
C18H17O4N3	C24H27O6N3	C6H10O2	1
C17H21O5N3	C24H27O6N3	C7H6O1	1
C19H31O5N	C24H27O6N3	C5H-4O1N2	1
C17H14O7N2	C24H27O6N3	C7H13O-1N1	1
C19H22O5N2	C24H27O6N3	C5H5O1N1	1
C20H33O5N	C24H27O6N3	C4H-6O1N2	1
C19H19O5N3	C24H27O6N3	C5H8O1	1
C20H22O5N2	C24H27O6N3	C4H5O1N1	1
C18H17O6N3	C24H27O6N3	C6H10	1
C19H21O5N3	C24H27O6N3	C5H6O1	1
C19H20O6N2	C24H27O6N3	C5H7N1	1
C19H22O6N2	C24H27O6N3	C5H5N1	1
C18H19O8N	C24H27O6N3	C6H8O-2N2	1
C18H22O7N2	C24H27O6N3	C6H5O-1N1	1
C18H21O8N	C24H27O6N3	C6H6O-2N2	1
C19H21O6N3	C24H27O6N3	C5H6	1
C18H21O7N3	C24H27O6N3	C6H6O-1	1
C22H35O5N	C24H27O6N3	C2H-8O1N2	1
C23H37O5N	C24H27O6N3	C1H-10O1N2	1
C21H23O6N3	C24H27O6N3	C3H4	1
C21H22O7N2	C24H27O6N3	C3H5O-1N1	1
C20H21O7N3	C24H27O6N3	C4H6O-1	1
C20H23O7N3	C24H27O6N3	C4H4O-1	1
C21H25O8N	C24H27O6N3	C3H2O-2N2	1
C24H36O6	C24H27O6N3	H-9N3	1
C20H27O7N3	C24H27O6N3	C4O-1	1
C20H26O8N2	C24H27O6N3	C4H1O-2N1	1
C20H27O9N	C24H27O6N3	C4O-3N2	1
C22H26O7N2	C24H27O6N3	C2H1O-1N1	1
C21H26O8N2	C24H27O6N3	C3H1O-2N1	1
C23H28O7N2	C24H27O6N3	C1H-1O-1N1	1
C22H27O7N3	C24H27O6N3	C2O-1	1
C22H26O8N2	C24H27O6N3	C2H1O-2N1	1
C22H28O8N2	C24H27O6N3	C2H-1O-2N1	1
C21H26O9N2	C24H27O6N3	C3H1O-3N1	1
C21H28O9N2	C24H27O6N3	C3H-1O-3N1	1
C11H15O3N	C22H31O9N	C11H16O6	1
C11H14O5	C22H31O9N	C11H17O4N1	1
C11H18O6	C22H31O9N	C11H13O3N1	1
C12H17O5N	C22H31O9N	C10H14O4	1
C14H17O4N	C22H31O9N	C8H14O5	1
C11H13O7N	C22H31O9N	C11H18O2	1
C15H22O3N2	C22H31O9N	C7H9O6N-1	1
C15H26O5	C22H31O9N	C7H5O4N1	1
C14H25O5N	C22H31O9N	C8H6O4	1
C12H19O7N	C22H31O9N	C10H12O2	1
C12H20O8	C22H31O9N	C10H11O1N1	1
C15H19O5N	C22H31O9N	C7H12O4	1
C16H23O4N	C22H31O9N	C6H8O5	1
C12H11O8N	C22H31O9N	C10H20O1	1
C12H13O8N	C22H31O9N	C10H18O1	1
C15H25O5N	C22H31O9N	C7H6O4	1
C14H20O7	C22H31O9N	C8H11O2N1	1
C12H16O9	C22H31O9N	C10H15N1	1
C14H16O6N2	C22H31O9N	C8H15O3N-1	1
C13H13O8N	C22H31O9N	C9H18O1	1
C14H17O7N	C22H31O9N	C8H14O2	1
C15H21O6N	C22H31O9N	C7H10O3	1
C13H15O8N	C22H31O9N	C9H16O1	1
C14H21O7N	C22H31O9N	C8H10O2	1
C14H24O6N2	C22H31O9N	C8H7O3N-1	1
C18H24O5	C22H31O9N	C4H7O4N1	1
C14H15O8N	C22H31O9N	C8H16O1	1
C16H23O6N	C22H31O9N	C6H8O3	1
C16H22O7	C22H31O9N	C6H9O2N1	1
C14H17O8N	C22H31O9N	C8H14O1	1
C14H16O9	C22H31O9N	C8H15N1	1
C16H27O6N	C22H31O9N	C6H4O3	1
C14H18O9	C22H31O9N	C8H13N1	1
C18H24O6	C22H31O9N	C4H7O3N1	1
C14H13O9N	C22H31O9N	C8H18	1
C17H24O7	C22H31O9N	C5H7O2N1	1
C15H18O9	C22H31O9N	C7H13N1	1
C14H18O8N2	C22H31O9N	C8H13O1N-1	1
C14H17O9N	C22H31O9N	C8H14	1
C16H25O7N	C22H31O9N	C6H6O2	1
C19H36O5	C22H31O9N	C3H-5O4N1	1
C18H22O5N2	C22H31O9N	C4H9O4N-1	1
C17H21O5N3	C22H31O9N	C5H10O4N-2	1
C18H25O6N	C22H31O9N	C4H6O3	1
C18H24O7	C22H31O9N	C4H7O2N1	1
C18H27O6N	C22H31O9N	C4H4O3	1
C14H14O9N2	C22H31O9N	C8H17N-1	1
C17H26O6N2	C22H31O9N	C5H5O3N-1	1
C17H25O7N	C22H31O9N	C5H6O2	1
C18H20O6N2	C22H31O9N	C4H11O3N-1	1
C16H27O6NS	C22H31O9N	C6H4O3S-1	1
C19H27O6N	C22H31O9N	C3H4O3	1
C18H25O7N	C22H31O9N	C4H6O2	1
C16H19O9N	C22H31O9N	C6H12	1
C18H26O8	C22H31O9N	C4H5O1N1	1
C17H25O8N	C22H31O9N	C5H6O1	1
C18H28O8	C22H31O9N	C4H3O1N1	1
C18H24O7N2	C22H31O9N	C4H7O2N-1	1
C22H38O5	C22H31O9N	H-7O4N1	1
C16H17O10N	C22H31O9N	C6H14O-1	1
C18H25O8N	C22H31O9N	C4H6O1	1
C20H32O7	C22H31O9N	C2H-1O2N1	1
C22H40O5	C22H31O9N	H-9O4N1	1
C16H18O11	C22H31O9N	C6H13O-2N1	1
C17H27O9N	C22H31O9N	C5H4	1
C19H25O6N3	C22H31O9N	C3H6O3N-2	1
C17H16O9N2	C22H31O9N	C5H15N-1	1
C20H27O7N	C22H31O9N	C2H4O2	1
C20H26O8	C22H31O9N	C2H5O1N1	1
C19H26O7N2	C22H31O9N	C3H5O2N-1	1
C19H28O7N2	C22H31O9N	C3H3O2N-1	1
C19H27O8N	C22H31O9N	C3H4O1	1
C19H31O8N	C22H31O9N	C3O1	1
C21H26O6N2	C22H31O9N	C1H5O3N-1	1
C18H29O9N	C22H31O9N	C4H2	1
C21H28O6N2	C22H31O9N	C1H3O3N-1	1
C20H23O8N	C22H31O9N	C2H8O1	1
C21H27O7N	C22H31O9N	C1H4O2	1
C21H29O7N	C22H31O9N	C1H2O2	1
C20H29O6N3	C22H31O9N	C2H2O3N-2	1
C20H27O8N	C22H31O9N	C2H4O1	1
C20H30O7N2	C22H31O9N	C2H1O2N-1	1
C19H27O9N	C22H31O9N	C3H4	1
C20H30O9	C22H31O9N	C2H1N1	1
C19H30O8N2	C22H31O9N	C3H1O1N-1	1
C19H29O9N	C22H31O9N	C3H2	1
C22H31O7N	C22H31O9N	O2	1
C21H30O7N2	C22H31O9N	C1H1O2N-1	1
C21H29O8N	C22H31O9N	C1H2O1	1
C23H39O6N	C22H31O9N	C-1H-8O3	1
C20H30O8N2	C22H31O9N	C2H1O1N-1	1
C20H29O9N	C22H31O9N	C2H2	1
C21H32O9	C22H31O9N	C1H-1N1	1
C20H31O9N	C22H31O9N	C2	1
C23H30O6N2	C22H31O9N	C-1H1O3N-1	1
C21H25O7N3	C22H31O9N	C1H6O2N-2	1
C20H20O9N2	C22H31O9N	C2H11N-1	1
C23H31O7N	C22H31O9N	C-1O2	1
C22H30O7N2	C22H31O9N	H1O2N-1	1
C21H28O8N2	C22H31O9N	C1H3O1N-1	1
C22H31O8N	C22H31O9N	O1	1
C25H42O6	C22H31O9N	C-3H-11O3N1	1
C21H32O8N2	C22H31O9N	C1H-1O1N-1	1
C25H44O6	C22H31O9N	C-3H-13O3N1	1
C25H46O6	C22H31O9N	C-3H-15O3N1	1
C23H42O8	C22H31O9N	C-1H-11O1N1	1
C23H31O8N	C22H31O9N	C-1O1	1
C27H46O5	C22H31O9N	C-5H-15O4N1	1
C22H29O9N	C22H31O9N	H2	1
C26H44O6	C22H31O9N	C-4H-13O3N1	1
C10H18O5N2	C21H31O8N3	C11H13O3N1	1
C11H21O5N3	C21H31O8N3	C10H10O3	1
C12H19O5N3	C21H31O8N3	C9H12O3	1
C11H16O7N2	C21H31O8N3	C10H15O1N1	1
C12H16O7N2	C21H31O8N3	C9H15O1N1	1
C11H16O8N2	C21H31O8N3	C10H15N1	1
C14H19O5N3	C21H31O8N3	C7H12O3	1
C14H21O5N3	C21H31O8N3	C7H10O3	1
C12H15O7N3	C21H31O8N3	C9H16O1	1
C13H21O6N3	C21H31O8N3	C8H10O2	1
C14H21O6N3	C21H31O8N3	C7H10O2	1
C19H36O4	C21H31O8N3	C2H-5O4N3	1
C17H24O5N2	C21H31O8N3	C4H7O3N1	1
C15H25O6N3	C21H31O8N3	C6H6O2	1
C14H25O7N3	C21H31O8N3	C7H6O1	1
C18H24O5N2	C21H31O8N3	C3H7O3N1	1
C16H23O6N3	C21H31O8N3	C5H8O2	1
C18H21O5N3	C21H31O8N3	C3H10O3	1
C18H25O5N3	C21H31O8N3	C3H6O3	1
C18H26O6N2	C21H31O8N3	C3H5O2N1	1
C17H25O6N3	C21H31O8N3	C4H6O2	1
C16H18O8S	C21H31O8N3	C5H13N3S-1	1
C17H26O7N2	C21H31O8N3	C4H5O1N1	1
C16H25O7N3	C21H31O8N3	C5H6O1	1
C16H26O8N2	C21H31O8N3	C5H5N1	1
C18H21O6N3	C21H31O8N3	C3H10O2	1
C17H25O7N3	C21H31O8N3	C4H6O1	1
C16H24O7N4	C21H31O8N3	C5H7O1N-1	1
C16H25O8N3	C21H31O8N3	C5H6	1
C20H36O7	C21H31O8N3	C1H-5O1N3	1
C16H27O8N3	C21H31O8N3	C5H4	1
C19H35O7N	C21H31O8N3	C2H-4O1N2	1
C19H25O6N3	C21H31O8N3	C2H6O2	1
C18H25O7N3	C21H31O8N3	C3H6O1	1
C17H23O8N3	C21H31O8N3	C4H8	1
C23H42O5	C21H31O8N3	C-2H-11O3N3	1
C18H30O8N2	C21H31O8N3	C3H1N1	1
C21H38O7	C21H31O8N3	H-7O1N3	1
C17H29O8N3	C21H31O8N3	C4H2	1
C21H40O7	C21H31O8N3	H-9O1N3	1
C19H27O7N3	C21H31O8N3	C2H4O1	1
C23H42O6	C21H31O8N3	C-2H-11O2N3	1
C21H37O7N	C21H31O8N3	H-6O1N2	1
C21H36O8	C21H31O8N3	H-5N3	1
C22H40O7	C21H31O8N3	C-1H-9O1N3	1
C20H23O7N3	C21H31O8N3	C1H8O1	1
C20H26O6N4	C21H31O8N3	C1H5O2N-1	1
C21H29O6N3	C21H31O8N3	H2O2	1
C20H36O9	C21H31O8N3	C1H-5O-1N3	1
C19H26O7N4	C21H31O8N3	C2H5O1N-1	1
C24H42O6	C21H31O8N3	C-3H-11O2N3	1
C24H44O6	C21H31O8N3	C-3H-13O2N3	1
C23H42O7	C21H31O8N3	C-2H-11O1N3	1
C22H41O7N	C21H31O8N3	C-1H-10O1N2	1
C21H27O7N3	C21H31O8N3	H4O1	1
C21H29O7N3	C21H31O8N3	H2O1	1
