Small_molecule	Large_molecule	Molecular_transformation	Correlation_index
C20H28O7N4	C21H31O8N3	C1H3O1N-1	1
C20H27O8N3	C21H31O8N3	C1H4	1
C21H30O8N2	C21H31O8N3	H1N1	1
C20H30O7N4	C21H31O8N3	C1H1O1N-1	1
C20H32O7N4	C21H31O8N3	C1H-1O1N-1	1
C20H31O8N3	C21H31O8N3	C1	1
C19H29O9N3	C21H31O8N3	C2H2O-1	1
C24H44O7	C21H31O8N3	C-3H-13O1N3	1
C19H31O9N3	C21H31O8N3	C2O-1	1
C19H30O10N2	C21H31O8N3	C2H1O-2N1	1
C23H42O8	C21H31O8N3	C-2H-11N3	1
C18H32O9N4	C21H31O8N3	C3H-1O-1N-1	1
C22H31O7N3	C21H31O8N3	C-1O1	1
C21H29O8N3	C21H31O8N3	H2	1
C25H40O7	C21H31O8N3	C-4H-9O1N3	1
C26H44O6	C21H31O8N3	C-5H-13O2N3	1
C12H22O5	C23H35O8N	C11H13O3N1	1
C13H21O4N	C23H35O8N	C10H14O4	1
C10H12O6N2	C23H35O8N	C13H23O2N-1	1
C14H26O4	C23H35O8N	C9H9O4N1	1
C15H24O4	C23H35O8N	C8H11O4N1	1
C14H23O4N	C23H35O8N	C9H12O4	1
C14H24O5	C23H35O8N	C9H11O3N1	1
C14H17O5N	C23H35O8N	C9H18O3	1
C14H23O5N	C23H35O8N	C9H12O3	1
C16H30O4	C23H35O8N	C7H5O4N1	1
C13H23O6N	C23H35O8N	C10H12O2	1
C16H23O4N	C23H35O8N	C7H12O4	1
C14H18O5N2	C23H35O8N	C9H17O3N-1	1
C13H13O7N	C23H35O8N	C10H22O1	1
C15H21O5N	C23H35O8N	C8H14O3	1
C13H16O6N2	C23H35O8N	C10H19O2N-1	1
C13H15O7N	C23H35O8N	C10H20O1	1
C16H29O4N	C23H35O8N	C7H6O4	1
C15H24O6	C23H35O8N	C8H11O2N1	1
C14H14O6N2	C23H35O8N	C9H21O2N-1	1
C15H20O5N2	C23H35O8N	C8H15O3N-1	1
C17H27O4N	C23H35O8N	C6H8O4	1
C14H17O7N	C23H35O8N	C9H18O1	1
C15H21O6N	C23H35O8N	C8H14O2	1
C16H25O5N	C23H35O8N	C7H10O3	1
C14H20O6N2	C23H35O8N	C9H15O2N-1	1
C13H17O8N	C23H35O8N	C10H18	1
C15H25O6N	C23H35O8N	C8H10O2	1
C19H28O4	C23H35O8N	C4H7O4N1	1
C14H16O7N2	C23H35O8N	C9H19O1N-1	1
C15H19O7N	C23H35O8N	C8H16O1	1
C15H23O5N3	C23H35O8N	C8H12O3N-2	1
C17H27O5N	C23H35O8N	C6H8O3	1
C13H14O8N2	C23H35O8N	C10H21N-1	1
C17H26O6	C23H35O8N	C6H9O2N1	1
C14H17O8N	C23H35O8N	C9H18	1
C15H21O7N	C23H35O8N	C8H14O1	1
C15H20O8	C23H35O8N	C8H15N1	1
C14H19O8N	C23H35O8N	C9H16	1
C16H27O6N	C23H35O8N	C7H8O2	1
C17H31O5N	C23H35O8N	C6H4O3	1
C15H22O8	C23H35O8N	C8H13N1	1
C17H30O6	C23H35O8N	C6H5O2N1	1
C14H21O8N	C23H35O8N	C9H14	1
C16H16O6N2	C23H35O8N	C7H19O2N-1	1
C18H36O5	C23H35O8N	C5H-1O3N1	1
C19H28O5	C23H35O8N	C4H7O3N1	1
C14H15O7N3	C23H35O8N	C9H20O1N-2	1
C18H27O5N	C23H35O8N	C5H8O3	1
C14H14O8N2	C23H35O8N	C9H21N-1	1
C15H18O7N2	C23H35O8N	C8H17O1N-1	1
C15H17O8N	C23H35O8N	C8H18	1
C16H20O8	C23H35O8N	C7H15N1	1
C15H20O7N2	C23H35O8N	C8H15O1N-1	1
C15H19O8N	C23H35O8N	C8H16	1
C13H14O7N2S	C23H35O8N	C10H21O1N-1S-1	1
C16H22O8	C23H35O8N	C7H13N1	1
C15H22O7N2	C23H35O8N	C8H13O1N-1	1
C14H17O7NS	C23H35O8N	C9H18O1S-1	1
C14H17O9N	C23H35O8N	C9H18O-1	1
C16H24O8	C23H35O8N	C7H11N1	1
C19H36O5	C23H35O8N	C4H-1O3N1	1
C20H40O4	C23H35O8N	C3H-5O4N1	1
C14H19O9N	C23H35O8N	C9H16O-1	1
C20H28O5	C23H35O8N	C3H7O3N1	1
C19H27O5N	C23H35O8N	C4H8O3	1
C15H14O8N2	C23H35O8N	C8H21N-1	1
C18H26O5N2	C23H35O8N	C5H9O3N-1	1
C15H16O8N2	C23H35O8N	C8H19N-1	1
C19H28O6	C23H35O8N	C4H7O2N1	1
C15H19O7N3	C23H35O8N	C8H16O1N-2	1
C19H31O5N	C23H35O8N	C4H4O3	1
C15H18O8N2	C23H35O8N	C8H17N-1	1
C14H17O8N3	C23H35O8N	C9H18N-2	1
C16H21O8N	C23H35O8N	C7H14	1
C18H29O6N	C23H35O8N	C5H6O2	1
C14H16O9N2	C23H35O8N	C9H19O-1N-1	1
C15H19O9N	C23H35O8N	C8H16O-1	1
C14H18O9N2	C23H35O8N	C9H17O-1N-1	1
C16H22O9	C23H35O8N	C7H13O-1N1	1
C18H30O7	C23H35O8N	C5H5O1N1	1
C17H17O6N3	C23H35O8N	C6H18O2N-2	1
C15H21O9N	C23H35O8N	C8H14O-1	1
C16H19O7N3	C23H35O8N	C7H16O1N-2	1
C20H30O6	C23H35O8N	C3H5O2N1	1
C16H17O9N	C23H35O8N	C7H18O-1	1
C15H17O8N3	C23H35O8N	C8H18N-2	1
C19H29O6N	C23H35O8N	C4H6O2	1
C20H33O5N	C23H35O8N	C3H2O3	1
C15H16O9N2	C23H35O8N	C8H19O-1N-1	1
C19H28O7	C23H35O8N	C4H7O1N1	1
C15H15O10N	C23H35O8N	C8H20O-2	1
C16H19O9N	C23H35O8N	C7H16O-1	1
C17H23O8N	C23H35O8N	C6H12	1
C15H18O9N2	C23H35O8N	C8H17O-1N-1	1
C19H30O7	C23H35O8N	C4H5O1N1	1
C15H17O10N	C23H35O8N	C8H18O-2	1
C18H17O6N3	C23H35O8N	C5H18O2N-2	1
C16H21O9N	C23H35O8N	C7H14O-1	1
C17H25O8N	C23H35O8N	C6H10	1
C15H20O9N2	C23H35O8N	C8H15O-1N-1	1
C19H32O7	C23H35O8N	C4H3O1N1	1
C15H19O10N	C23H35O8N	C8H16O-2	1
C18H19O6N3	C23H35O8N	C5H16O2N-2	1
C14H18O10N2	C23H35O8N	C9H17O-2N-1	1
C18H30O8	C23H35O8N	C5H5N1	1
C17H17O7N3	C23H35O8N	C6H18O1N-2	1
C15H21O10N	C23H35O8N	C8H14O-2	1
C20H27O6N	C23H35O8N	C3H8O2	1
C17H18O8N2	C23H35O8N	C6H17N-1	1
C16H17O8N3	C23H35O8N	C7H18N-2	1
C20H29O6N	C23H35O8N	C3H6O2	1
C16H16O9N2	C23H35O8N	C7H19O-1N-1	1
C19H28O6N2	C23H35O8N	C4H7O2N-1	1
C16H19O8N3	C23H35O8N	C7H16N-2	1
C20H31O6N	C23H35O8N	C3H4O2	1
C16H18O9N2	C23H35O8N	C7H17O-1N-1	1
C16H17O10N	C23H35O8N	C7H18O-2	1
C17H21O9N	C23H35O8N	C6H14O-1	1
C19H29O7N	C23H35O8N	C4H6O1	1
C20H33O6N	C23H35O8N	C3H2O2	1
C16H20O9N2	C23H35O8N	C7H15O-1N-1	1
C21H36O6	C23H35O8N	C2H-1O2N1	1
C16H19O10N	C23H35O8N	C7H16O-2	1
C19H19O6N3	C23H35O8N	C4H16O2N-2	1
C15H18O10N2	C23H35O8N	C8H17O-2N-1	1
C17H22O10	C23H35O8N	C6H13O-2N1	1
C18H17O7N3	C23H35O8N	C5H18O1N-2	1
C15H20O10N2	C23H35O8N	C8H15O-2N-1	1
C18H31O8N	C23H35O8N	C5H4	1
C17H17O8N3	C23H35O8N	C6H18N-2	1
C18H21O7N3	C23H35O8N	C5H14O1N-2	1
C17H29O9N	C23H35O8N	C6H6O-1	1
C20H29O5N3	C23H35O8N	C3H6O3N-2	1
C18H20O8N2	C23H35O8N	C5H15N-1	1
C17H19O8N3	C23H35O8N	C6H16N-2	1
C21H31O6N	C23H35O8N	C2H4O2	1
C17H18O9N2	C23H35O8N	C6H17O-1N-1	1
C17H17O10N	C23H35O8N	C6H18O-2	1
C16H17O9N3	C23H35O8N	C7H18O-1N-2	1
C17H20O9N2	C23H35O8N	C6H15O-1N-1	1
C21H32O7	C23H35O8N	C2H3O1N1	1
C16H19O9N3	C23H35O8N	C7H16O-1N-2	1
C20H31O7N	C23H35O8N	C3H4O1	1
C16H18O10N2	C23H35O8N	C7H17O-2N-1	1
C20H30O8	C23H35O8N	C3H5N1	1
C16H21O9N3	C23H35O8N	C7H14O-1N-2	1
C20H33O7N	C23H35O8N	C3H2O1	1
C19H19O7N3	C23H35O8N	C4H16O1N-2	1
C19H18O8N2	C23H35O8N	C4H17N-1	1
C20H34O8	C23H35O8N	C3H1N1	1
C19H21O7N3	C23H35O8N	C4H14O1N-2	1
C18H18O9N2	C23H35O8N	C5H17O-1N-1	1
C21H30O6N2	C23H35O8N	C2H5O2N-1	1
C18H20O9N2	C23H35O8N	C5H15O-1N-1	1
C17H19O9N3	C23H35O8N	C6H16O-1N-2	1
C21H31O7N	C23H35O8N	C2H4O1	1
C22H35O6N	C23H35O8N	C1O2	1
C17H18O10N2	C23H35O8N	C6H17O-2N-1	1
C18H22O9N2	C23H35O8N	C5H13O-1N-1	1
C20H30O7N2	C23H35O8N	C3H5O1N-1	1
C21H33O7N	C23H35O8N	C2H2O1	1
C17H20O10N2	C23H35O8N	C6H15O-2N-1	1
C21H35O7N	C23H35O8N	C2O1	1
C16H20O11N2	C23H35O8N	C7H15O-3N-1	1
C20H32O9	C23H35O8N	C3H3O-1N1	1
C21H36O8	C23H35O8N	C2H-1N1	1
C19H19O8N3	C23H35O8N	C4H16N-2	1
C17H23O11N	C23H35O8N	C6H12O-3	1
C20H23O7N3	C23H35O8N	C3H12O1N-2	1
C19H18O9N2	C23H35O8N	C4H17O-1N-1	1
C20H22O8N2	C23H35O8N	C3H13N-1	1
C19H21O8N3	C23H35O8N	C4H14N-2	1
C19H20O9N2	C23H35O8N	C4H15O-1N-1	1
C20H24O8N2	C23H35O8N	C3H11N-1	1
C19H24O7N4	C23H35O8N	C4H11O1N-3	1
C23H35O6N	C23H35O8N	O2	1
C18H18O10N2	C23H35O8N	C5H17O-2N-1	1
C23H34O7	C23H35O8N	H1O1N1	1
C18H21O9N3	C23H35O8N	C5H14O-1N-2	1
C22H33O7N	C23H35O8N	C1H2O1	1
C23H37O6N	C23H35O8N	H-2O2	1
C18H20O10N2	C23H35O8N	C5H15O-2N-1	1
C18H19O11N	C23H35O8N	C5H16O-3	1
C18H23O9N3	C23H35O8N	C5H12O-1N-2	1
C21H31O8N	C23H35O8N	C2H4	1
C22H35O7N	C23H35O8N	C1O1	1
C23H39O6N	C23H35O8N	H-4O2	1
C22H34O8	C23H35O8N	C1H1N1	1
C17H20O11N2	C23H35O8N	C6H15O-3N-1	1
C22H36O8	C23H35O8N	C1H-1N1	1
C21H35O8N	C23H35O8N	C2	1
C21H34O9	C23H35O8N	C2H1O-1N1	1
C20H21O8N3	C23H35O8N	C3H14N-2	1
C21H25O7N3	C23H35O8N	C2H10O1N-2	1
C21H24O8N2	C23H35O8N	C2H11N-1	1
C20H32O8S	C23H35O8N	C3H3N1S-1	1
C21H36O9	C23H35O8N	C2H-1O-1N1	1
C19H19O9N3	C23H35O8N	C4H16O-1N-2	1
C20H23O8N3	C23H35O8N	C3H12N-2	1
C24H35O6N	C23H35O8N	C-1O2	1
C20H22O9N2	C23H35O8N	C3H13O-1N-1	1
C20H34O10	C23H35O8N	C3H1O-2N1	1
C19H21O9N3	C23H35O8N	C4H14O-1N-2	1
C23H33O7N	C23H35O8N	H2O1	1
C19H20O10N2	C23H35O8N	C4H15O-2N-1	1
C19H23O9N3	C23H35O8N	C4H12O-1N-2	1
C23H35O7N	C23H35O8N	O1	1
C19H22O10N2	C23H35O8N	C4H13O-2N-1	1
C23H34O8	C23H35O8N	H1N1	1
C19H21O11N	C23H35O8N	C4H14O-3	1
C22H33O8N	C23H35O8N	C1H2	1
C18H20O11N2	C23H35O8N	C5H15O-3N-1	1
C18H24O9N4	C23H35O8N	C5H11O-1N-3	1
C19H23O11N	C23H35O8N	C4H12O-3	1
C18H22O11N2	C23H35O8N	C5H13O-3N-1	1
C21H20O9N2	C23H35O8N	C2H15O-1N-1	1
C18H24O11N2	C23H35O8N	C5H11O-3N-1	1
C22H27O7N3	C23H35O8N	C1H8O1N-2	1
C18H26O11N2	C23H35O8N	C5H9O-3N-1	1
C20H21O9N3	C23H35O8N	C3H14O-1N-2	1
C20H20O10N2	C23H35O8N	C3H15O-2N-1	1
C20H23O9N3	C23H35O8N	C3H12O-1N-2	1
C20H22O10N2	C23H35O8N	C3H13O-2N-1	1
C27H46O5	C23H35O8N	C-4H-11O3N1	1
C20H21O11N	C23H35O8N	C3H14O-3	1
C19H20O11N2	C23H35O8N	C4H15O-3N-1	1
C23H36O7N2	C23H35O8N	H-1O1N-1	1
C13H22O3	C24H39O7N	C11H17O4N1	1
C11H16O5N2	C24H39O7N	C13H23O2N-1	1
C15H26O4	C24H39O7N	C9H13O3N1	1
C13H21O5N	C24H39O7N	C11H18O2	1
C15H21O4N	C24H39O7N	C9H18O3	1
C14H20O4N2	C24H39O7N	C10H19O3N-1	1
C13H21O6N	C24H39O7N	C11H18O1	1
C15H22O4N2	C24H39O7N	C9H17O3N-1	1
C13H17O5N3	C24H39O7N	C11H22O2N-2	1
C15H24O6	C24H39O7N	C9H15O1N1	1
C15H18O5N2	C24H39O7N	C9H21O2N-1	1
C15H21O6N	C24H39O7N	C9H18O1	1
C13H16O7N2	C24H39O7N	C11H23N-1	1
C14H19O7N	C24H39O7N	C10H20	1
C15H23O6N	C24H39O7N	C9H16O1	1
C16H29O5N	C24H39O7N	C8H10O2	1
C14H15O6N3	C24H39O7N	C10H24O1N-2	1
C14H17O6N3	C24H39O7N	C10H22O1N-2	1
C14H16O7N2	C24H39O7N	C10H23N-1	1
C15H20O6N2	C24H39O7N	C9H19O1N-1	1
C14H15O8N	C24H39O7N	C10H24O-1	1
C18H31O4N	C24H39O7N	C6H8O3	1
C14H18O7N2	C24H39O7N	C10H21N-1	1
C15H21O7N	C24H39O7N	C9H18	1
C15H24O6N2	C24H39O7N	C9H15O1N-1	1
C15H23O7N	C24H39O7N	C9H16	1
C17H31O5N	C24H39O7N	C7H8O2	1
C13H18O8N2	C24H39O7N	C11H21O-1N-1	1
C16H26O7	C24H39O7N	C8H13N1	1
C15H25O7N	C24H39O7N	C9H14	1
C17H20O5N2	C24H39O7N	C7H19O2N-1	1
C16H19O5N3	C24H39O7N	C8H20O2N-2	1
C15H17O6N3	C24H39O7N	C9H22O1N-2	1
C15H16O7N2	C24H39O7N	C9H23N-1	1
C20H32O4	C24H39O7N	C4H7O3N1	1
C15H18O7N2	C24H39O7N	C9H21N-1	1
C16H22O6N2	C24H39O7N	C8H17O1N-1	1
C14H17O7N3	C24H39O7N	C10H22N-2	1
C16H21O7N	C24H39O7N	C8H18	1
C14H16O8N2	C24H39O7N	C10H23O-1N-1	1
C17H24O7	C24H39O7N	C7H15N1	1
C16H23O7N	C24H39O7N	C8H16	1
C14H18O8N2	C24H39O7N	C10H21O-1N-1	1
C16H26O6N2	C24H39O7N	C8H13O1N-1	1
C14H20O8N2	C24H39O7N	C10H19O-1N-1	1
C15H23O8N	C24H39O7N	C9H16O-1	1
C14H22O8N2	C24H39O7N	C10H17O-1N-1	1
C17H21O5N3	C24H39O7N	C7H18O2N-2	1
C17H33O6N	C24H39O7N	C7H6O1	1
C16H19O6N3	C24H39O7N	C8H20O1N-2	1
C15H14O8N2	C24H39O7N	C9H25O-1N-1	1
C16H18O7N2	C24H39O7N	C8H21N-1	1
C15H17O7N3	C24H39O7N	C9H22N-2	1
C16H20O7N2	C24H39O7N	C8H19N-1	1
C20H32O5	C24H39O7N	C4H7O2N1	1
C15H15O9N	C24H39O7N	C9H24O-2	1
C15H19O7N3	C24H39O7N	C9H20N-2	1
C16H23O6N3	C24H39O7N	C8H16O1N-2	1
C15H18O8N2	C24H39O7N	C9H21O-1N-1	1
C16H22O7N2	C24H39O7N	C8H17N-1	1
C15H21O7N3	C24H39O7N	C9H18N-2	1
C15H20O8N2	C24H39O7N	C9H19O-1N-1	1
C18H19O5N3	C24H39O7N	C6H20O2N-2	1
C14H18O9N2	C24H39O7N	C10H21O-2N-1	1
C17H17O6N3	C24H39O7N	C7H22O1N-2	1
C17H17O8N	C24H39O7N	C7H22O-1	1
C17H21O6N3	C24H39O7N	C7H18O1N-2	1
C16H19O7N3	C24H39O7N	C8H20N-2	1
C17H23O6N3	C24H39O7N	C7H16O1N-2	1
C20H31O5N	C24H39O7N	C4H8O2	1
C16H18O8N2	C24H39O7N	C8H21O-1N-1	1
C15H17O8N3	C24H39O7N	C9H22O-1N-2	1
C17H21O8N	C24H39O7N	C7H18O-1	1
C15H16O9N2	C24H39O7N	C9H23O-2N-1	1
C16H20O8N2	C24H39O7N	C8H19O-1N-1	1
C20H32O6	C24H39O7N	C4H7O1N1	1
C16H19O9N	C24H39O7N	C8H20O-2	1
C15H19O8N3	C24H39O7N	C9H20O-1N-2	1
C17H23O8N	C24H39O7N	C7H16O-1	1
C18H27O7N	C24H39O7N	C6H12	1
C15H18O9N2	C24H39O7N	C9H21O-2N-1	1
C16H22O8N2	C24H39O7N	C8H17O-1N-1	1
C20H34O6	C24H39O7N	C4H5O1N1	1
C16H21O9N	C24H39O7N	C8H18O-2	1
C15H21O8N3	C24H39O7N	C9H18O-1N-2	1
C19H21O5N3	C24H39O7N	C5H18O2N-2	1
C15H20O9N2	C24H39O7N	C9H19O-2N-1	1
C16H24O8N2	C24H39O7N	C8H15O-1N-1	1
C18H19O6N3	C24H39O7N	C6H20O1N-2	1
C16H23O9N	C24H39O7N	C8H16O-2	1
C19H23O5N3	C24H39O7N	C5H16O2N-2	1
C17H17O7N3	C24H39O7N	C7H22N-2	1
C18H21O6N3	C24H39O7N	C6H18O1N-2	1
C16H25O9N	C24H39O7N	C8H14O-2	1
C17H16O8N2	C24H39O7N	C7H23O-1N-1	1
C17H19O7N3	C24H39O7N	C7H20N-2	1
C21H31O5N	C24H39O7N	C3H8O2	1
C17H18O8N2	C24H39O7N	C7H21O-1N-1	1
C16H17O8N3	C24H39O7N	C8H22O-1N-2	1
C17H21O7N3	C24H39O7N	C7H18N-2	1
C16H16O9N2	C24H39O7N	C8H23O-2N-1	1
C16H19O8N3	C24H39O7N	C8H20O-1N-2	1
C16H18O9N2	C24H39O7N	C8H21O-2N-1	1
C17H22O8N2	C24H39O7N	C7H17O-1N-1	1
C17H21O9N	C24H39O7N	C7H18O-2	1
C16H21O8N3	C24H39O7N	C8H18O-1N-2	1
C16H20O9N2	C24H39O7N	C8H19O-2N-1	1
C17H24O8N2	C24H39O7N	C7H15O-1N-1	1
C16H19O10N	C24H39O7N	C8H20O-3	1
C19H19O6N3	C24H39O7N	C5H20O1N-2	1
C17H23O9N	C24H39O7N	C7H16O-2	1
C16H23O8N3	C24H39O7N	C8H16O-1N-2	1
C20H23O5N3	C24H39O7N	C4H16O2N-2	1
C16H22O9N2	C24H39O7N	C8H17O-2N-1	1
C19H21O6N3	C24H39O7N	C5H18O1N-2	1
C18H19O7N3	C24H39O7N	C6H20N-2	1
C19H23O6N3	C24H39O7N	C5H16O1N-2	1
C18H18O8N2	C24H39O7N	C6H21O-1N-1	1
C17H17O8N3	C24H39O7N	C7H22O-1N-2	1
C18H21O7N3	C24H39O7N	C6H18N-2	1
C18H33O8N	C24H39O7N	C6H6O-1	1
C17H16O9N2	C24H39O7N	C7H23O-2N-1	1
C19H24O7N2	C24H39O7N	C5H15N-1	1
C18H24O6N4	C24H39O7N	C6H15O1N-3	1
C18H19O9N	C24H39O7N	C6H20O-2	1
C17H19O8N3	C24H39O7N	C7H20O-1N-2	1
C18H23O7N3	C24H39O7N	C6H16N-2	1
C17H18O9N2	C24H39O7N	C7H21O-2N-1	1
C18H21O9N	C24H39O7N	C6H18O-2	1
C17H20O9N2	C24H39O7N	C7H19O-2N-1	1
C18H24O8N2	C24H39O7N	C6H15O-1N-1	1
C26H52O2	C24H39O7N	C-2H-13O5N1	1
C17H19O10N	C24H39O7N	C7H20O-3	1
C16H19O9N3	C24H39O7N	C8H20O-2N-2	1
C17H23O8N3	C24H39O7N	C7H16O-1N-2	1
C16H18O10N2	C24H39O7N	C8H21O-3N-1	1
C17H22O9N2	C24H39O7N	C7H17O-2N-1	1
C17H21O10N	C24H39O7N	C7H18O-3	1
C16H21O9N3	C24H39O7N	C8H18O-2N-2	1
C20H21O6N3	C24H39O7N	C4H18O1N-2	1
C17H25O8N3	C24H39O7N	C7H14O-1N-2	1
C16H20O10N2	C24H39O7N	C8H19O-3N-1	1
C19H19O7N3	C24H39O7N	C5H20N-2	1
C16H23O9N3	C24H39O7N	C8H16O-2N-2	1
C20H23O6N3	C24H39O7N	C4H16O1N-2	1
C21H39O6N	C24H39O7N	C3O1	1
C16H22O10N2	C24H39O7N	C8H17O-3N-1	1
C20H22O7N2	C24H39O7N	C4H17N-1	1
C19H21O7N3	C24H39O7N	C5H18N-2	1
C19H19O9N	C24H39O7N	C5H20O-2	1
C19H23O7N3	C24H39O7N	C5H16N-2	1
C18H18O9N2	C24H39O7N	C6H21O-2N-1	1
C19H22O8N2	C24H39O7N	C5H17O-1N-1	1
C18H22O7N4	C24H39O7N	C6H17N-3	1
C18H21O8N3	C24H39O7N	C6H18O-1N-2	1
C23H37O5N	C24H39O7N	C1H2O2	1
C18H20O9N2	C24H39O7N	C6H19O-2N-1	1
C18H19O10N	C24H39O7N	C6H20O-3	1
C17H19O9N3	C24H39O7N	C7H20O-2N-2	1
C17H18O10N2	C24H39O7N	C7H21O-3N-1	1
C18H22O9N2	C24H39O7N	C6H17O-2N-1	1
C19H26O8N2	C24H39O7N	C5H13O-1N-1	1
C18H21O10N	C24H39O7N	C6H18O-3	1
C17H21O9N3	C24H39O7N	C7H18O-2N-2	1
C17H20O10N2	C24H39O7N	C7H19O-3N-1	1
C18H24O9N2	C24H39O7N	C6H15O-2N-1	1
C17H24O8N4	C24H39O7N	C7H15O-1N-3	1
C17H23O9N3	C24H39O7N	C7H16O-2N-2	1
C17H22O10N2	C24H39O7N	C7H17O-3N-1	1
C21H22O7N2	C24H39O7N	C3H17N-1	1
C20H21O7N3	C24H39O7N	C4H18N-2	1
C17H25O9N3	C24H39O7N	C7H14O-2N-2	1
C20H20O8N2	C24H39O7N	C4H19O-1N-1	1
C17H24O10N2	C24H39O7N	C7H15O-3N-1	1
C22H40O7	C24H39O7N	C2H-1N1	1
C17H23O11N	C24H39O7N	C7H16O-4	1
C20H23O7N3	C24H39O7N	C4H16N-2	1
C20H35O8N	C24H39O7N	C4H4O-1	1
C19H18O9N2	C24H39O7N	C5H21O-2N-1	1
C20H22O8N2	C24H39O7N	C4H17O-1N-1	1
C21H26O7N2	C24H39O7N	C3H13N-1	1
C20H26O6N4	C24H39O7N	C4H13O1N-3	1
C19H21O8N3	C24H39O7N	C5H18O-1N-2	1
C20H25O7N3	C24H39O7N	C4H14N-2	1
C19H20O9N2	C24H39O7N	C5H19O-2N-1	1
C20H24O8N2	C24H39O7N	C4H15O-1N-1	1
C19H24O7N4	C24H39O7N	C5H15N-3	1
C18H19O9N3	C24H39O7N	C6H20O-2N-2	1
C19H23O8N3	C24H39O7N	C5H16O-1N-2	1
C23H35O6N	C24H39O7N	C1H4O1	1
C18H18O10N2	C24H39O7N	C6H21O-3N-1	1
C19H22O9N2	C24H39O7N	C5H17O-2N-1	1
C19H21O10N	C24H39O7N	C5H18O-3	1
C18H20O10N2	C24H39O7N	C6H19O-3N-1	1
C19H24O9N2	C24H39O7N	C5H15O-2N-1	1
C19H23O10N	C24H39O7N	C5H16O-3	1
C18H22O10N2	C24H39O7N	C6H17O-3N-1	1
C18H21O11N	C24H39O7N	C6H18O-4	1
C18H25O9N3	C24H39O7N	C6H14O-2N-2	1
C18H24O10N2	C24H39O7N	C6H15O-3N-1	1
C23H40O7	C24H39O7N	C1H-1N1	1
C18H23O11N	C24H39O7N	C6H16O-4	1
C17H23O10N3	C24H39O7N	C7H16O-3N-2	1
C21H22O8N2	C24H39O7N	C3H17O-1N-1	1
C20H21O8N3	C24H39O7N	C4H18O-1N-2	1
C21H25O7N3	C24H39O7N	C3H14N-2	1
C22H29O6N3	C24H39O7N	C2H10O1N-2	1
C20H20O9N2	C24H39O7N	C4H19O-2N-1	1
C19H19O9N3	C24H39O7N	C5H20O-2N-2	1
C20H23O8N3	C24H39O7N	C4H16O-1N-2	1
C20H22O9N2	C24H39O7N	C4H17O-2N-1	1
C21H26O8N2	C24H39O7N	C3H13O-1N-1	1
C20H21O10N	C24H39O7N	C4H18O-3	1
C19H21O9N3	C24H39O7N	C5H18O-2N-2	1
C20H25O8N3	C24H39O7N	C4H14O-1N-2	1
C19H20O10N2	C24H39O7N	C5H19O-3N-1	1
C20H24O9N2	C24H39O7N	C4H15O-2N-1	1
C20H23O10N	C24H39O7N	C4H16O-3	1
C19H23O9N3	C24H39O7N	C5H16O-2N-2	1
C19H22O10N2	C24H39O7N	C5H17O-3N-1	1
C20H26O9N2	C24H39O7N	C4H13O-2N-1	1
C19H21O11N	C24H39O7N	C5H18O-4	1
C20H25O10N	C24H39O7N	C4H14O-3	1
C19H24O10N2	C24H39O7N	C5H15O-3N-1	1
C19H28O8N4	C24H39O7N	C5H11O-1N-3	1
C20H27O10N	C24H39O7N	C4H12O-3	1
C23H39O7N	C24H39O7N	C1	1
C18H22O11N2	C24H39O7N	C6H17O-4N-1	1
C19H26O10N2	C24H39O7N	C5H13O-3N-1	1
C18H25O10N3	C24H39O7N	C6H14O-3N-2	1
C18H24O11N2	C24H39O7N	C6H15O-4N-1	1
C22H24O8N2	C24H39O7N	C2H15O-1N-1	1
C23H40O8	C24H39O7N	C1H-1O-1N1	1
C21H23O8N3	C24H39O7N	C3H16O-1N-2	1
C18H27O10N3	C24H39O7N	C6H12O-3N-2	1
C21H22O9N2	C24H39O7N	C3H17O-2N-1	1
C21H21O10N	C24H39O7N	C3H18O-3	1
C20H21O9N3	C24H39O7N	C4H18O-2N-2	1
C21H25O8N3	C24H39O7N	C3H14O-1N-2	1
C20H20O10N2	C24H39O7N	C4H19O-3N-1	1
C21H24O9N2	C24H39O7N	C3H15O-2N-1	1
C21H23O10N	C24H39O7N	C3H16O-3	1
C20H23O9N3	C24H39O7N	C4H16O-2N-2	1
C21H27O8N3	C24H39O7N	C3H12O-1N-2	1
C20H22O10N2	C24H39O7N	C4H17O-3N-1	1
C20H21O11N	C24H39O7N	C4H18O-4	1
C21H25O10N	C24H39O7N	C3H14O-3	1
C20H25O9N3	C24H39O7N	C4H14O-2N-2	1
C20H24O10N2	C24H39O7N	C4H15O-3N-1	1
C20H23O11N	C24H39O7N	C4H16O-4	1
C20H27O9N3	C24H39O7N	C4H12O-2N-2	1
C9H6O6	C20H22O12	C11H16O6	1
C12H18O6	C20H22O12	C8H4O6	1
C10H13O7N	C20H22O12	C10H9O5N-1	1
C11H10O8	C20H22O12	C9H12O4	1
C13H13O6N	C20H22O12	C7H9O6N-1	1
C12H16O8	C20H22O12	C8H6O4	1
C11H16O9	C20H22O12	C9H6O3	1
C13H16O8	C20H22O12	C7H6O4	1
C14H14O8	C20H22O12	C6H8O4	1
C12H15O9N	C20H22O12	C8H7O3N-1	1
C16H15O6N	C20H22O12	C4H7O6N-1	1
C17H18O6	C20H22O12	C3H4O6	1
C16H17O6N	C20H22O12	C4H5O6N-1	1
