formula,C,H,N,O,S,molecular_weight,H.C,O.C,N.C,S.C,DBE,DBEO,DBEAI,DBEAImod,NOSC,Gibbs,AI,AImod,KDF_CH2,Y_met,classification,WZ0616E,WZ0714I,WZ0714E,WZ0728E,WZ0811E,WZ0825E,WZ0915E,BJ0613E,QQ0615E,QH0615E,JZ0617E,CS0617E,FS0617E,QQ0627E,QH0629E,JZ0701E,CS0701E,FS0702E,BJ0704E,QH0714E,QH0714I,JZ0715I,JZ0715E,CS0715I,CS0715E,FS0716I,FS0716E,QQ0718I,QQ0718E,BJ0718I,BJ0718E,QH0720E,JZ0729E,FS0729E,QQ0801E,BJ0801E,QH0803E,BJ0815E,QQ0815E,QH0817E,JZ0819E,FS0819E,CS0825E,CS0908E,QQ0913E,BJ0919E,CS0917E,JZ0916E,FS0916E
C10H12O3,10,12,0,3,0,180.078645,1.2,0.3,0,0,5,2,2,3.5,-0.6,77.4,0.285714286,0.411764706,-0.122432424,0.181242336,lignin,0.000185545,6.55E-05,0.000117401,0.000100657,7.86E-05,5.85E-05,6.10E-05,0.000328438,0.000130194,0.00021777,0.000199892,0.000332991,9.22E-05,0.000152277,0.00019649,0.000134658,0.000169257,4.93E-05,0.000259539,0.000159129,0.000123678,0,0.0001958,0.000104115,0.000184041,0,0,9.04E-05,6.10E-05,7.66E-05,0,0.000138255,0.000184403,5.83E-05,0.000155268,0.000299896,0.000239911,0.000250572,0.000189041,0.000154693,0.000114728,6.18E-05,0.000140472,0.00032856,0.000217341,0.000363186,0.000271174,0.000165086,0.000110565
C10H12O3N2,10,12,2,3,0,208.084793,1.2,0.3,0.2,0,6,3,1,2.5,0,60.3,0.2,0.384615385,-0.147556339,0.210696882,lignin,0.000177324,4.76E-05,7.51E-05,6.70E-05,8.16E-05,5.73E-05,8.69E-05,7.57E-05,0.000107151,5.55E-05,0,3.74E-05,0,0.000124317,6.18E-05,0,3.66E-05,0,0,5.10E-05,3.91E-05,0,0,0,0,5.64E-05,0,5.22E-05,4.54E-05,0,0,3.79E-05,0,0,5.08E-05,3.80E-05,5.68E-05,3.13E-05,5.84E-05,6.30E-05,0,0,0,3.60E-05,0.000106369,5.33E-05,3.77E-05,3.28E-05,4.16E-05
C10H12O3N2S,10,12,2,3,1,240.056864,1.2,0.3,0.2,0.1,6,3,0,1.5,0.2,54.6,0,0.272727273,-0.211185639,0.184541257,lignin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01E-05,0,0,0,0,0,0,0,0,0,2.80E-05
C10H12O3S,10,12,0,3,1,212.050716,1.2,0.3,0,0.1,5,2,1,2.5,-0.4,71.7,0.166666667,0.333333333,-0.186061724,0.164088803,lignin,0,0,0,0,0,0,0,0.000195389,4.87E-05,2.86E-05,0,5.12E-05,0,0,3.14E-05,0,3.38E-05,0,6.99E-05,3.11E-05,0,0,0,0,3.79E-05,0,0,0,3.91E-05,0,4.42E-05,0,0,0,4.42E-05,5.92E-05,0,5.38E-05,0,0,0,0,0,5.53E-05,0,8.50E-05,6.26E-05,0,2.66E-05
C10H12O4,10,12,0,4,0,196.07356,1.2,0.4,0,0,5,1,1,3,-0.4,71.7,0.166666667,0.375,-0.145377489,0.187962496,lignin,0.000261992,0.000711566,0.000347707,0.000260341,0.00025672,0.000227739,0.000174601,0.000165497,0.000113686,0.000124864,0.000111148,0.000175351,9.81E-05,0.000141612,0.000110007,0.000166354,0.000280686,0.000107297,0.000235412,0.000100017,0.00026696,0.001029822,0.00015622,0.001898547,0.000234376,0.000480865,3.79E-05,0.000222244,4.86E-05,0.001607855,8.39E-05,0.000119007,0.000183336,0.000134657,0.000143038,0.000229498,0.000191804,0.000212567,0.000130275,0.000156149,0.000124503,0.000100796,0.000125881,0.000173265,0.000134568,0.000204778,0.000196457,0.000131932,0.000107318
C10H12O4N2,10,12,2,4,0,224.079708,1.2,0.4,0.2,0,6,2,0,2,0.2,54.6,0,0.333333333,-0.170501404,0.215294909,lignin,0.000215692,8.43E-05,0.000119034,0.000110945,0.000124687,0.000121548,0.000176145,8.64E-05,0.000118924,9.09E-05,7.45E-05,8.76E-05,5.60E-05,0.000142006,6.25E-05,8.39E-05,7.45E-05,3.02E-05,7.00E-05,6.91E-05,8.34E-05,0,6.00E-05,0,7.64E-05,7.41E-05,0,8.48E-05,8.32E-05,4.52E-05,5.73E-05,4.99E-05,5.21E-05,4.27E-05,0.000124002,8.11E-05,8.04E-05,7.25E-05,0.000111534,8.06E-05,4.63E-05,3.81E-05,6.02E-05,0.000104837,0.000149506,0.000104237,7.02E-05,4.92E-05,7.76E-05
C10H12O4N2S,10,12,2,4,1,256.051779,1.2,0.4,0.2,0.1,6,2,-1,1,0.4,48.9,-0.333333333,0.2,-0.234130704,0.191512985,lignin,6.98E-05,6.09E-05,4.81E-05,6.82E-05,6.69E-05,6.30E-05,5.82E-05,6.39E-05,6.16E-05,4.64E-05,6.21E-05,5.22E-05,2.57E-05,0,3.43E-05,5.39E-05,4.36E-05,2.65E-05,5.67E-05,0,6.17E-05,0,3.25E-05,0,0,0,0,0,0,0,0,0,0,0,6.77E-05,6.71E-05,0,4.31E-05,6.05E-05,0,3.06E-05,0,0,7.10E-05,7.36E-05,8.46E-05,4.81E-05,3.76E-05,4.54E-05
C10H12O4N4,10,12,4,4,0,252.085856,1.2,0.4,0.4,0,7,3,-1,1,0.8,37.5,-0.5,0.25,-0.195625319,0.251928951,lignin,0.00073511,0,0.000546112,0.00018987,0.000119296,7.27E-05,0.000166174,0.002290249,0.006051647,0.002161859,0.00131581,0.001487528,0.000859183,0.00287601,0.002189625,0.000832237,0.001525565,0.000296628,0.000477718,0.002509874,0.00033668,0,0,0,0.003200666,0.000658432,0,0,0.005551289,0,0.001798227,0.002573411,0.00122557,0.000875043,0.001174883,0.000818877,0.00573765,0.002511941,0.001088723,0.001573039,0.000155205,0.001211103,0.001356328,0.003946421,0.003058471,0.003643584,0.004072408,0.000832717,0.001797639
C10H12O4S,10,12,0,4,1,228.045631,1.2,0.4,0,0.1,5,1,0,2,-0.2,66,0,0.285714286,-0.209006789,0.169577848,lignin,0.000117353,0,0,0,9.16E-05,0,7.43E-05,7.59E-05,4.96E-05,5.44E-05,5.55E-05,7.19E-05,0,5.06E-05,5.52E-05,5.04E-05,7.26E-05,3.85E-05,6.59E-05,0,0,0,0,0,4.83E-05,5.66E-05,3.92E-05,7.38E-05,0,0,0,4.14E-05,0,3.47E-05,0,6.26E-05,7.41E-05,0,4.06E-05,4.98E-05,3.88E-05,0,6.20E-05,6.29E-05,0,0,6.29E-05,3.53E-05,0
C10H12O5,10,12,0,5,0,212.068475,1.2,0.5,0,0,5,0,0,2.5,-0.2,66,0,0.333333333,-0.168322554,0.195806785,lignin,0.000407738,0.000488452,0.000378089,0.000375269,0.000427685,0.000404484,0.000313352,0.00017024,0.000154235,0.00014777,0.000134537,0.0001708,0.000124226,0.000177218,0.000112572,0.000164551,0.000164789,0.00013081,0.000178414,0.000121655,0.000209951,0.000224649,0.00013731,0.000493896,0.000139739,0.000230601,7.60E-05,0.000284447,0.00010976,0.000284554,0.000118494,0.000118566,0.000126849,0.000132349,0.000166335,0.000195893,0.000164051,0.000171395,0.000173949,0.000147591,0.000111465,0.000131191,0.000122368,0.000189927,0.000183911,0.000222018,0.000136411,0.000105922,0.000153518
C10H12O5N2,10,12,2,5,0,240.074623,1.2,0.5,0.2,0,6,1,-1,1.5,0.4,48.9,-0.333333333,0.272727273,-0.193446469,0.224844041,lignin,0.000291519,0.000405895,0.000259616,0.000236632,0.000216471,0.000237706,0.00022282,0.000333903,0.000343148,0.000245131,0.000197863,0.000228561,0.000118744,0.000341612,0.000210685,0.000160106,0.000204643,8.30E-05,0.000225396,0.000192052,0.00015598,0.000255834,0.000151132,0.000105131,0.000205929,0.000118209,7.67E-05,0.000153794,0.000188854,0.000158419,0.000231803,0.000164969,0.000149478,9.96E-05,0.000251671,0.000254863,0.000257702,0.000258767,0.000285561,0.000216451,0.000128151,0.000100851,0.000172489,0.000271121,0.000436874,0.000270853,0.000247792,0.00013813,0.000192204
C10H12O5N2S,10,12,2,5,1,272.046694,1.2,0.5,0.2,0.1,6,1,-2,0.5,0.6,43.2,-1,0.111111111,-0.257075769,0.199032161,lignin,0,0,0,4.41E-05,0,0,4.26E-05,6.96E-05,7.70E-05,0,6.54E-05,0,0,7.42E-05,0,6.58E-05,0,0,0,0,6.04E-05,0,5.50E-05,0,0,0,0,0,0,0,0,0,0,0,7.74E-05,0,0,0,0,0,0,0,0,0,8.45E-05,0,0,0,0
C10H12O5N4,10,12,4,5,0,268.080771,1.2,0.5,0.4,0,7,2,-2,0.5,1,31.8,-2,0.142857143,-0.218570384,0.265103709,lignin,0.000175987,0,0.000250025,0.000149709,5.78E-05,0,0.000362339,0.000418994,0.000691392,0.000885892,0,0.000173751,0.000274814,0.002130918,0.000117858,0.001233629,0.001415016,0.000686377,0.001648323,0.001047822,0.001487522,0,6.29E-05,5.02E-05,0.001751401,0.000534702,0.000116171,0,0.00216472,0,0.004821609,0.000728175,0.000555529,0.000963215,0.001066061,0.002225995,0.002526919,0.004802971,0.000505149,0.000944282,4.60E-05,0.000598706,0.001179511,0.002057877,0.001173933,0.001612439,0.001904904,0.000553824,0.000962896
C10H12O5S,10,12,0,5,1,244.040546,1.2,0.5,0,0.1,5,0,-1,1.5,0,60.3,-0.25,0.230769231,-0.231951854,0.175446839,lignin,0.000166348,0.000151733,0.000153182,0.000140641,0.000151821,0.000151841,0.000140965,0.000143357,0.000170351,0.000152382,0.000116933,0.000163676,5.15E-05,0.00020431,0.000167714,0.000108575,0.000171461,6.61E-05,0.000163744,0.000130125,0.000114277,0.000133381,8.50E-05,0.000164955,0.000129402,0.000121499,6.48E-05,0.000207885,0.000150958,0.000104258,0.000112173,0.000146507,9.46E-05,8.21E-05,0.000202221,0.000155076,0.000202384,0.000132049,0.000187615,0.000196434,9.14E-05,7.43E-05,0.000106218,0.000174179,0.000225544,0.000134875,0.00013815,9.43E-05,9.33E-05
C10H12O6,10,12,0,6,0,228.06339,1.2,0.6,0,0,5,-1,-1,2,0,60.3,-0.25,0.285714286,-0.191267619,0.203017596,lignin,0.000649478,0.000501793,0.000862585,0.000804007,0.000761561,0.000829981,0.000524879,0.00042488,0.000221798,0.000189198,0.000337362,0.00028205,0.000179269,0.000255852,0.00019719,0.000365658,0.000263327,0.000197484,0.000410263,0.000179765,0.000133094,0.000183799,0.000272295,0.000230906,0.000256507,0.000238698,0.000136943,0.000205172,0.000191973,0.000163127,0.000342865,0.000176955,0.000268412,0.000203254,0.000219516,0.000450454,0.000251112,0.000399449,0.000266153,0.000213317,0.000216254,0.00019941,0.000196614,0.000249835,0.000254643,0.000420791,0.000230272,0.00016975,0.00024121
C10H12O6N2,10,12,2,6,0,256.069538,1.2,0.6,0.2,0,6,0,-2,1,0.6,43.2,-1,0.2,-0.216391534,0.235279567,lignin,0.000165723,7.13E-05,0.000154785,0.000154048,0.000127151,0.000159233,0.000196514,0.000156452,0.000213134,0.00016,0.000124317,0.000156179,0.000122653,0.000246702,0.000164158,0.000136947,0.000149816,8.74E-05,0.000105042,0.000138259,5.40E-05,7.81E-05,0.000135705,7.09E-05,0.000154572,6.89E-05,5.11E-05,9.04E-05,0.000109983,0,0.000114157,0.000140184,0.000102389,8.49E-05,0.000235445,0.000145549,0.0001557,0.000161287,0.00023054,0.000175924,9.07E-05,8.56E-05,0.000141267,0.000226661,0.000247334,0.000179855,0.000200999,0.000112083,0.000148704
C10H12O6N2S,10,12,2,6,1,288.041609,1.2,0.6,0.2,0.1,6,0,-3,0,0.8,37.5,-3,0,-0.280020834,0.207165901,lignin,0,9.05E-05,0,0,0,0,0,5.36E-05,4.93E-05,3.56E-05,3.81E-05,0,3.80E-05,5.49E-05,0,0,5.50E-05,3.52E-05,6.12E-05,0,9.37E-05,0.000131876,0,0.000150572,0,0.00011202,4.77E-05,0.000226775,0,0.000132495,5.95E-05,0,0,0,7.96E-05,7.46E-05,0,7.55E-05,6.16E-05,0,0,0,3.54E-05,5.96E-05,7.54E-05,8.38E-05,5.04E-05,3.33E-05,4.90E-05
C10H12O6N4,10,12,4,6,0,284.075686,1.2,0.6,0.4,0,7,1,-3,0,1.2,26.1,#NAME?,0,-0.241515449,0.279732466,lignin,0,0,0,7.94E-05,0,0,0,0.000141994,0,3.95E-05,0,0,3.06E-05,0,0,0.000523618,0.000220132,8.39E-05,0.000140306,0.000154591,0.001650674,0,0.000181773,0,6.83E-05,0,0,0,0,0,0.000356296,5.95E-05,6.33E-05,3.47E-05,0,0.000119373,0,0.000567756,0,0,7.32E-05,3.86E-05,9.44E-05,6.58E-05,4.72E-05,0,4.89E-05,0,0.000125085
C10H12O6S,10,12,0,6,1,260.035461,1.2,0.6,0,0.1,5,-1,-2,1,0.2,54.6,-0.666666667,0.166666667,-0.254896919,0.181736638,lignin,0.000100122,0.000135322,0.000148533,0.000145414,0.000137092,0.000146063,0.000142454,0.000198704,0.000203535,0.000150385,0.000129767,0.000144967,7.51E-05,0.000243666,0.000145842,0.000132657,0.000123502,9.07E-05,0.000292107,0.000141058,0.00027774,0.000370934,0.000114329,0.00056667,9.15E-05,0.000676381,7.26E-05,0.000541037,0.000142033,0.000563801,0.000265835,0.000131379,0.000119164,9.30E-05,0.000169894,0.000270336,0.000174743,0.000147707,0.000215689,0.000146029,0.000105387,9.55E-05,8.82E-05,0.000128788,0.000219646,0.000172154,0.00012534,9.28E-05,9.34E-05
C10H12O7,10,12,0,7,0,244.058305,1.2,0.7,0,0,5,-2,-2,1.5,0.2,54.6,-0.666666667,0.230769231,-0.214212684,0.211487269,tannins,0.000239886,0.000383137,0.000423103,0.000416278,0.000323609,0.000404641,0.000291622,0.000220861,0.000244321,0.000140341,0.000160052,0.000180237,0.000164653,0.000255592,0.000135087,0.000206671,0.000189372,0.000137457,0.00018039,0.000138952,9.41E-05,0.000108758,0.0001832,0.000121494,0.000192177,0.000194958,0.000110246,0.000131498,0.000135868,0.000114451,0.000152815,0.000100973,0.000122249,0.000159636,0.000122589,0.000218447,0.000198512,0.000205721,0.000277966,0.000117494,0.000119316,0.000153851,0.000130114,0.000203473,0.000272283,0.00023417,0.000176556,0.000112382,0.000222513
C10H12O7N2,10,12,2,7,0,272.064453,1.2,0.7,0.2,0,6,-1,-3,0.5,0.8,37.5,-3,0.111111111,-0.239336599,0.246730913,tannins,8.86E-05,0.000154762,6.92E-05,9.56E-05,5.53E-05,7.77E-05,9.43E-05,5.80E-05,6.18E-05,0,4.57E-05,0,0,7.88E-05,0,3.82E-05,5.35E-05,0,5.02E-05,6.22E-05,6.69E-05,0.000168558,4.65E-05,6.79E-05,0,0.000118273,0,0.000113795,0,6.19E-05,0,0,3.78E-05,4.37E-05,7.67E-05,3.93E-05,0,4.70E-05,6.90E-05,0,0,0,0,0,0.000114561,8.24E-05,3.80E-05,3.54E-05,6.22E-05
C10H12O7N2S,10,12,2,7,1,304.036524,1.2,0.7,0.2,0.1,6,-1,-4,-0.5,1,31.8,#NAME?,-0.142857143,-0.302965899,0.215992761,tannins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26E-05
C10H12O7S,10,12,0,7,1,276.030376,1.2,0.7,0,0.1,5,-2,-3,0.5,0.4,48.9,-1.5,0.090909091,-0.277841984,0.188494187,tannins,7.46E-05,0.000146059,9.24E-05,6.05E-05,9.18E-05,7.02E-05,9.49E-05,0.000110118,0.000130933,7.71E-05,7.73E-05,9.46E-05,7.61E-05,0.000111727,9.28E-05,5.58E-05,9.63E-05,6.70E-05,9.21E-05,8.12E-05,9.60E-05,0.000205148,6.51E-05,0.000240938,7.67E-05,0.000139319,5.55E-05,0.000131261,5.58E-05,0.00014378,8.61E-05,5.13E-05,6.09E-05,7.20E-05,7.59E-05,0.000108677,7.93E-05,9.03E-05,0.0001325,8.01E-05,6.68E-05,7.96E-05,5.84E-05,0.00010492,0.000147775,0.000111556,9.58E-05,5.49E-05,8.70E-05
C10H12O7S3,10,12,0,7,3,339.974518,1.2,0.7,0,0.3,5,-2,-5,-1.5,0.8,37.5,#NAME?,-0.428571429,-0.405100584,0.154828094,tannins,0,0,0,0,0,0,0,0,0,0,0,0,3.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10H12O8,10,12,0,8,0,260.05322,1.2,0.8,0,0,5,-3,-3,1,0.4,48.9,-1.5,0.166666667,-0.237157749,0.220694399,tannins,0.000128873,0.000120729,0.000236245,0.000218557,0.00017901,0.000203451,0.000170155,0.000182293,0.000157383,9.21E-05,0.00010252,0.000198068,0.00010203,0.00020396,7.43E-05,0.000139227,0.000154592,7.00E-05,8.40E-05,7.86E-05,0,8.16E-05,0.000135745,0.000100745,0.000174523,0.000135899,4.29E-05,7.54E-05,8.39E-05,7.27E-05,7.51E-05,4.89E-05,8.25E-05,8.75E-05,8.31E-05,0.00011768,9.02E-05,0.000123938,0.000157171,6.41E-05,7.89E-05,9.47E-05,9.97E-05,0.00013278,0.000192156,0.000181609,0.000134552,8.24E-05,0.000148781
C10H12O8S,10,12,0,8,1,292.025291,1.2,0.8,0,0.1,5,-3,-4,0,0.6,43.2,-4,0,-0.300787049,0.195773678,tannins,6.43E-05,0,7.97E-05,8.00E-05,5.88E-05,4.03E-05,7.06E-05,6.47E-05,7.83E-05,3.76E-05,4.64E-05,6.26E-05,3.06E-05,5.62E-05,0,5.96E-05,7.17E-05,0,5.75E-05,3.59E-05,0,0,5.70E-05,0.000216345,6.30E-05,5.12E-05,0,8.66E-05,4.55E-05,6.36E-05,0,0,4.00E-05,0,0,4.49E-05,0,4.93E-05,6.88E-05,0,0,3.68E-05,0,7.11E-05,7.97E-05,4.28E-05,6.73E-05,3.96E-05,4.32E-05
C10H12O9,10,12,0,9,0,276.048135,1.2,0.9,0,0,5,-4,-4,0.5,0.6,43.2,-4,0.090909091,-0.260102814,0.230739687,tannins,0,0,4.59E-05,0,0,0,0,0,0,0,0,0,7.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,9.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01E-05,5.23E-05,0,0,0.000112472
C10H12O9S,10,12,0,9,1,308.020206,1.2,0.9,0,0.1,5,-4,-5,-0.5,0.8,37.5,#NAME?,-0.111111111,-0.323732114,0.203638011,tannins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30E-05,0,0,0,0
C10H13O2N,10,13,1,2,0,179.094629,1.3,0.2,0.1,0,5,3,2,3,-0.6,77.4,0.285714286,0.375,-0.105349663,0.18262632,lignin,0,0,0,0,0,0,3.84E-05,2.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10H13O3N,10,13,1,3,0,195.089544,1.3,0.3,0.1,0,5,2,1,2.5,-0.4,71.7,0.166666667,0.333333333,-0.128294728,0.189451435,lignin,0.000481272,0.000287536,0.000251678,0.000249022,0.000302741,0.000294104,0.000407538,0.000110639,8.81E-05,6.73E-05,6.49E-05,7.43E-05,6.34E-05,8.68E-05,5.42E-05,6.05E-05,5.06E-05,4.46E-05,7.82E-05,5.23E-05,7.62E-05,8.47E-05,5.32E-05,6.97E-05,4.55E-05,9.62E-05,0,9.20E-05,5.22E-05,7.16E-05,5.61E-05,4.69E-05,6.17E-05,5.01E-05,8.66E-05,8.51E-05,4.45E-05,6.93E-05,6.24E-05,4.74E-05,5.08E-05,4.64E-05,4.36E-05,7.91E-05,0.000126241,9.67E-05,6.81E-05,5.62E-05,7.59E-05
C10H13O3N3,10,13,3,3,0,223.095692,1.3,0.3,0.3,0,6,3,0,1.5,0.2,54.6,0,0.272727273,-0.153418643,0.221320122,lignin,8.30E-05,0,4.33E-05,6.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10H13O3NS,10,13,1,3,1,227.061615,1.3,0.3,0.1,0.1,5,2,0,1.5,-0.2,66,0,0.230769231,-0.191924028,0.170788827,lignin,8.95E-05,9.65E-05,0,0,0,0,0,3.97E-05,4.05E-05,0,3.27E-05,4.21E-05,2.86E-05,0,0,0,0,2.99E-05,4.89E-05,0,0,0,0,0,3.29E-05,0,0,0,0,0,0,0,0,3.53E-05,0,4.16E-05,0,3.88E-05,0,0,0,0,0,5.86E-05,0,4.24E-05,0,3.48E-05,4.57E-05
C10H13O4N,10,13,1,4,0,211.084459,1.3,0.4,0.1,0,5,1,0,2,-0.2,66,0,0.285714286,-0.151239793,0.201045696,lignin,0.001913806,0.003522308,0.001108188,0.001129967,0.001200927,0.001123971,0.001101351,0.000619493,0.000311982,0.000191455,0.000284951,0.000236953,0.000195371,0.000305616,0.000167325,0.000250279,0.00020345,0.000158407,0.000529511,0.00014681,0.000205714,0.0002874,0.000211023,0.000289462,0.000190177,0.000319333,0.000119837,0.000536519,0.000188914,0.000319846,0.00038071,0.000148592,0.000193151,0.000189325,0.000264247,0.000527792,0.000572812,0.000505949,0.000302876,0.000244934,0.000173151,0.000193819,0.00017908,0.000262221,0.000226396,0.000446258,0.000231775,0.000165708,0.000307073
C10H13O4N3,10,13,3,4,0,239.090607,1.3,0.4,0.3,0,6,2,-1,1,0.4,48.9,-0.333333333,0.2,-0.176363708,0.226977935,lignin,0,0,0,0,0,0,0,0,5.50E-05,0,0,0,0,4.99E-05,3.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16E-05,0,0,0,4.49E-05,0,0,0,0,0,5.60E-05,0,0,0,0
C10H13O4N5,10,13,5,4,0,267.096755,1.3,0.4,0.5,0,7,3,-2,0,1,31.8,-2,0,-0.201487623,0.268075241,lignin,0.000639316,0.00012321,0.000242165,0,0,3.90E-05,0.000113049,0.000644282,4.73E-05,0.001257995,0.00120014,0.000518629,9.85E-05,0,0.00115864,0.000454445,0.000458291,0,0,0.000148029,5.84E-05,5.39E-05,4.05E-05,0,0.000636386,0,0,0,0,0.000116974,0,0.000101071,0.000451957,9.25E-05,0,4.78E-05,0.000302374,0.000160983,0.000379799,0.000126069,7.71E-05,0.000187438,0.00021826,0.000907948,0.00052716,0.000329152,0.000637956,0.00013485,0.000324224
C10H13O4NS,10,13,1,4,1,243.05653,1.3,0.4,0.1,0.1,5,1,-1,1,0,60.3,-0.25,0.166666667,-0.214869093,0.176743411,lignin,0.000214441,0.000176012,0.000198076,0.000191433,0.000194325,0.000164816,0.000193116,0.000113333,0.0001245,8.12E-05,0.000116946,9.50E-05,9.00E-05,0.000104821,8.10E-05,0.000115273,0.000100009,7.01E-05,0.000140261,5.84E-05,0.000111284,7.95E-05,9.81E-05,0.000157827,7.15E-05,0.000134922,6.09E-05,0.000113594,8.24E-05,9.85E-05,0.000100124,6.81E-05,9.58E-05,7.89E-05,6.75E-05,0.00014683,0.000100148,0.000133015,0.00011674,8.25E-05,9.25E-05,6.91E-05,8.25E-05,0.00012379,7.98E-05,0.000129825,0.000109784,6.91E-05,0.000109455
C10H13O4NS2,10,13,1,4,2,275.028601,1.3,0.4,0.1,0.2,5,1,-2,0,0.2,54.6,-0.666666667,0,-0.278498393,0.160392489,lignin,0,0,0,0,0,0,0,0,0,0,9.80E-05,4.02E-05,2.99E-05,4.71E-05,0,0,0,0,0,0,0,0,0.00012775,0,0,0,0,0,0,0,0,0,5.55E-05,0,0,0,0,0,0,0,8.26E-05,0,0,0,0,0,3.59E-05,0,0
C10H13O4NS3,10,13,1,4,3,307.000672,1.3,0.4,0.1,0.3,5,1,-3,-1,0.4,48.9,-1.5,-0.25,-0.342127693,0.146810707,lignin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10H13O5N,10,13,1,5,0,227.079374,1.3,0.5,0.1,0,5,0,-1,1.5,0,60.3,-0.25,0.230769231,-0.174184858,0.204930179,lignin,0.000771561,0.000423831,0.00075694,0.000683596,0.000590894,0.00057887,0.000503352,0.000310236,0.000257053,0.000187659,0.000287715,0.000250862,0.000223798,0.000274006,0.00016788,0.000267355,0.000232938,0.000175015,0.000301409,0.000149843,0.000122365,0.000159462,0.000219139,0.000117593,0.000209373,0.000242854,0.000132094,0.000231061,0.000195201,0.000140736,0.000274564,0.000138355,0.000195502,0.000189868,0.00026373,0.000327897,0.000189205,0.000328311,0.000306944,0.000178867,0.000180475,0.000220341,0.000203047,0.000309646,0.000294873,0.000340263,0.000253431,0.000188439,0.000348881
C10H13O5N3,10,13,3,5,0,255.085522,1.3,0.5,0.3,0,6,1,-2,0.5,0.6,43.2,-1,0.111111111,-0.199308773,0.237617165,lignin,9.27E-05,8.13E-05,0.000103845,0.000115373,0.000104601,0.000116211,0.000110969,5.82E-05,7.87E-05,0,0,0,9.02E-05,0,0,0,4.89E-05,5.83E-05,0,0,0,0,5.72E-05,0,4.11E-05,8.95E-05,6.68E-05,0.000104764,4.14E-05,0,4.02E-05,0,0,7.61E-05,7.92E-05,0,0,5.37E-05,5.16E-05,0,0,0,5.08E-05,5.94E-05,0.000104912,5.73E-05,6.32E-05,0,0.000139338
C10H13O5N5,10,13,5,5,0,283.09167,1.3,0.5,0.5,0,7,2,-3,-0.5,1.2,26.1,#NAME?,-0.2,-0.224432688,0.28304304,lignin,0,0,0,0,0,0,0,0,0,0.000363592,0,0,0,0,0,0,0,0,0,0,0.000130609,0.000350976,0,9.50E-05,0,0,0,0.000122911,0,0.000679157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16E-05
C10H13O5NS,10,13,1,5,1,259.051445,1.3,0.5,0.1,0.1,5,0,-2,0.5,0.2,54.6,-0.666666667,0.090909091,-0.237814158,0.18312821,lignin,0.000262958,0.00025484,0.000242136,0.00023429,0.000271542,0.000273757,0.000266207,0.000239455,0.000160499,0.00013222,0.000211619,0.000231653,0.00014652,0.000186199,0.000135595,0.000180003,0.000236453,0.000146101,0.000232992,0.000134675,0.000136084,0.000184647,0.00014743,0.000277175,0.000176803,0.000204582,0.000114936,0.000218356,0.000134291,0.000151364,0.000196365,0.000125338,0.000160327,0.000154416,0.000159975,0.000255586,0.000138459,0.000224118,0.00019741,0.000140775,0.000146717,0.000136836,0.000166435,0.000288823,0.000190762,0.000195261,0.000259553,0.00014079,0.000210569
C10H13O5NS2,10,13,1,5,2,291.023516,1.3,0.5,0.1,0.2,5,0,-3,-0.5,0.4,48.9,-1.5,-0.111111111,-0.301443458,0.165633075,lignin,0,0,0,0,4.24E-05,4.50E-05,0,0,0,0,4.52E-05,0,0,0,0,0,0,0,0,0,0,0,4.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,3.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,3.60E-05
C10H13O5NS3,10,13,1,5,3,322.995587,1.3,0.5,0.1,0.3,5,0,-4,-1.5,0.6,43.2,-4,-0.428571429,-0.365072758,0.151189227,lignin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55E-05,0,0,0
