formula,C,H,N,O,S,molecular_weight,H.C,O.C,N.C,S.C,DBE,DBEO,DBEAI,DBEAImod,NOSC,Gibbs,AI,AImod,KDF_CH2,Y_met,classification,WZ0616E,WZ0714I,WZ0714E,WZ0728E,WZ0811E,WZ0825E,WZ0915E,BJ0613E,QQ0615E,QH0615E,JZ0617E,CS0617E,FS0617E,QQ0627E,QH0629E,JZ0701E,CS0701E,FS0702E,BJ0704E,QH0714E,QH0714I,JZ0715I,JZ0715E,CS0715I,CS0715E,FS0716I,FS0716E,QQ0718I,QQ0718E,BJ0718I,BJ0718E,QH0720E,JZ0729E,FS0729E,QQ0801E,BJ0801E,QH0803E,BJ0815E,QQ0815E,QH0817E,JZ0819E,FS0819E,CS0825E,CS0908E,QQ0913E,BJ0919E,CS0917E,JZ0916E,FS0916E
C25H38O5,25,38,0,5,0,418.271925,1.52,0.2,0,0,7,2,2,4.5,-1.12,92.22,0.1,0.2,-0.195121168,0.066331008,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47E-05,3.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H38O5N2S3,25,38,2,5,3,542.194286,1.52,0.2,0.08,0.12,8,3,-2,0.5,-0.64,78.54,-0.133333333,0.028571429,-0.411132983,0.061993029,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26E-05,0,0,0,0,0,0,0,0,0
C25H38O5N4S2,25,38,4,5,2,538.228363,1.52,0.2,0.16,0.08,9,4,-2,0.5,-0.48,73.98,-0.142857143,0.03030303,-0.372627598,0.067210439,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189072,0,0,0,0,0,0,0,0,0,0,0,0
C25H38O6,25,38,0,6,0,434.26684,1.52,0.24,0,0,7,1,1,4,-1.04,89.94,0.052631579,0.181818182,-0.218066233,0.067210439,lipids,0,0,0,0,0,0,0,8.32E-05,4.42E-05,0,7.33E-05,7.68E-05,9.17E-05,0,5.40E-05,0,0,9.48E-05,7.64E-05,7.29E-05,0,0,7.17E-05,0,7.37E-05,0,0.000134608,0,8.63E-05,0,0.000122256,6.88E-05,8.09E-05,8.47E-05,6.95E-05,6.29E-05,0,0,6.71E-05,5.87E-05,0,6.09E-05,8.20E-05,0,0,5.28E-05,6.45E-05,7.51E-05,4.58E-05
C25H38O6N2,25,38,2,6,0,462.272988,1.52,0.24,0.08,0,8,2,0,3,-0.8,83.1,0,0.15,-0.243190148,0.070406558,lipids,0,0,0,0,0,0,0,0,0.000106423,0,8.58E-05,0,0,0.000154586,4.48E-05,0,0,4.06E-05,0,6.24E-05,0,0.00012508,0.000109319,0,5.40E-05,0,5.85E-05,0,0.000155316,6.16E-05,0.000184574,0,5.85E-05,0,0,5.55E-05,0,9.75E-05,6.76E-05,0,0,0,7.36E-05,0,9.76E-05,7.15E-05,5.07E-05,0.000118614,0
C25H38O6N2S,25,38,2,6,1,494.245059,1.52,0.24,0.08,0.04,8,2,-1,2,-0.72,80.82,-0.0625,0.105263158,-0.306819448,0.067658958,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85E-05,0,0,0,0,0,0,0,0,0,0,0
C25H38O6N2S3,25,38,2,6,3,558.189201,1.52,0.24,0.08,0.12,8,2,-3,0,-0.56,76.26,-0.214285714,0,-0.434078048,0.062760529,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H38O6N4S2,25,38,4,6,2,554.223278,1.52,0.24,0.16,0.08,9,3,-3,0,-0.4,71.7,-0.230769231,0,-0.395572663,0.068113504,lipids,0,1.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91E-05,0,0,0,0,0
C25H38O7,25,38,0,7,0,450.261755,1.52,0.28,0,0,7,0,0,3.5,-0.96,87.66,0,0.162790698,-0.241011298,0.068113504,lipids,0,0,5.37E-05,6.98E-05,7.37E-05,7.28E-05,0,0.000118393,7.65E-05,0.000109759,0.000127068,0.000141338,0.000166938,9.67E-05,0.000106967,0,0.000163989,0.000195679,0.000149516,0.00013025,0,0,0.00013082,0,0.00012081,9.01E-05,0,0,0.000122727,0,0.000198133,0.000138955,0.000134781,0.000191539,0.000131999,0.000120508,0,0.000109661,0.000163675,9.79E-05,0.000171427,0.000146038,0.000124556,0,0.000106691,9.40E-05,0.000115864,0.00014299,0.00010401
C25H38O7N2,25,38,2,7,0,478.267903,1.52,0.28,0.08,0,8,1,-1,2.5,-0.72,80.82,-0.0625,0.128205128,-0.266135213,0.071398186,lipids,0,0,0,0,0,0,0,4.92E-05,7.47E-05,0,0,5.19E-05,5.64E-05,9.98E-05,6.95E-05,0,0,6.96E-05,0,6.27E-05,0,0,5.95E-05,0,4.97E-05,0,0,0,9.07E-05,0,0,5.41E-05,6.49E-05,0,5.81E-05,6.84E-05,0,6.56E-05,5.80E-05,5.95E-05,6.81E-05,4.39E-05,0,6.41E-05,7.10E-05,0,4.12E-05,9.33E-05,5.24E-05
C25H38O7N2S,25,38,2,7,1,510.239974,1.52,0.28,0.08,0.04,8,1,-2,1.5,-0.64,78.54,-0.133333333,0.081081081,-0.329764513,0.068574198,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.21E-05,0,0,0,0,0,0,0
C25H38O7N4,25,38,4,7,0,506.274051,1.52,0.28,0.16,0,9,2,-2,1.5,-0.48,73.98,-0.142857143,0.085714286,-0.291259128,0.075015719,lipids,0,0,0,0,0.000100549,0,0,0,0,0.000114947,0,0,0,0,0,0,0,0,0.000111874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H38O7N4S2,25,38,4,7,2,570.218193,1.52,0.28,0.16,0.08,9,2,-4,-0.5,-0.32,69.42,-0.333333333,-0.032258065,-0.418517728,0.069041167,lipids,0,7.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85E-05,5.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H38O8,25,38,0,8,0,466.25667,1.52,0.32,0,0,7,-1,-1,3,-0.88,85.38,-0.058823529,0.142857143,-0.263956363,0.069041167,unclassified,0,0,0,4.75E-05,0,0,7.22E-05,0.000100602,7.85E-05,0.000101565,0.000143338,0.000124678,0.000162804,0.000111618,0,0,0.000183157,0.000198775,0.000109351,0.00015801,0,0,0.000194657,7.93E-05,0.000149128,0,0,0,0.000171421,0,0.000163241,0.000123099,0.000244399,0.000161339,0.000131261,0.000113174,0,0.000100801,0.000139276,0.000121607,0,0.000159751,0.000131115,0,9.76E-05,9.12E-05,0.000127803,0.000206331,9.27E-05
C25H38O8N2,25,38,2,8,0,494.262818,1.52,0.32,0.08,0,8,0,-2,2,-0.64,78.54,-0.133333333,0.105263158,-0.289080278,0.072418147,protein or amino sugars,0,0,0,0,0,0,0,6.14E-05,6.99E-05,0,5.71E-05,0,6.03E-05,6.83E-05,6.68E-05,0,5.67E-05,4.63E-05,0,0,0,0,0,0,6.58E-05,0,0,0,9.76E-05,0,8.59E-05,6.12E-05,0,8.05E-05,6.54E-05,0,0,0,0,6.18E-05,0,0,0,0,5.81E-05,6.70E-05,5.80E-05,6.54E-05,6.02E-05
C25H38O8N2S,25,38,2,8,1,526.234889,1.52,0.32,0.08,0.04,8,0,-3,1,-0.56,76.26,-0.214285714,0.055555556,-0.352709578,0.069514539,protein or amino sugars,0,0,0,0,0,0,0,0,4.56E-05,6.47E-05,0,6.60E-05,4.77E-05,0,0,0,8.08E-05,4.46E-05,0,0,0,0,0,0,0.000101101,0,0,0,0,0,0,0,0,0,0,4.91E-05,0,0,0,0,0,4.07E-05,0,0,0,0,5.74E-05,4.41E-05,0
C25H38O8N4,25,38,4,8,0,522.268966,1.52,0.32,0.16,0,9,1,-3,1,-0.4,71.7,-0.230769231,0.058823529,-0.314204193,0.07614247,protein or amino sugars,9.06E-05,0,9.26E-05,0,0.000108716,0.000132664,0,0,0,0.000144643,0,0,0.000131891,6.69E-05,0,0,0,0,0.000185631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147697,9.42E-05,0.000134436,0,0,7.87E-05,0,0,0,0.00014862,0,6.63E-05,6.68E-05,9.89E-05,0,0
C25H38O8S,25,38,0,8,1,498.228741,1.52,0.32,0,0.04,7,-1,-2,2,-0.8,83.1,-0.125,0.1,-0.327585663,0.066397101,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71E-05,0,0,0,0,0,0,0,4.41E-05,0,0,0,0,0,0,0,0
C25H38O8S2,25,38,0,8,2,530.200812,1.52,0.32,0,0.08,7,-1,-3,1,-0.72,80.82,-0.2,0.052631579,-0.391214963,0.063948085,unclassified,0,0,0,0,0,0,0,0,0,8.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H38O9,25,38,0,9,0,482.251585,1.52,0.36,0,0,7,-2,-2,2.5,-0.8,83.1,-0.125,0.12195122,-0.286901428,0.069994447,unclassified,6.94E-05,0,0,0,0,0,0,0.000113783,8.06E-05,0.000131773,0.000118085,0.000149743,0.000156617,0.000110625,0.000117966,0,0,0.000195566,0.000118459,0,0,7.68E-05,0.000154357,0,0.000145911,0.000110862,0,7.14E-05,0.000127669,0.000128972,0.000162936,0.000143514,0.000150025,0.000127285,0.000143832,0.000142123,0,0.000118704,0.000142705,0.000155463,0,0.000131338,0.000138522,0,0.000107419,0.000118708,0.00013089,0.000153202,9.42E-05
C25H38O9N2,25,38,2,9,0,510.257733,1.52,0.36,0.08,0,8,-1,-3,1.5,-0.56,76.26,-0.214285714,0.081081081,-0.312025343,0.073467671,protein or amino sugars,0,0,0,0,7.31E-05,0,0,6.00E-05,8.53E-05,0,7.57E-05,0,6.85E-05,0,6.25E-05,0,0,6.64E-05,0,8.69E-05,0,0,6.15E-05,0,0.000100208,0,0,0,6.92E-05,0,0,6.20E-05,0,7.92E-05,8.49E-05,0,0,0.000128493,9.00E-05,0,6.48E-05,0,0,0,7.51E-05,5.88E-05,5.78E-05,7.43E-05,6.30E-05
C25H38O9N2S,25,38,2,9,1,542.229804,1.52,0.36,0.08,0.04,8,-1,-4,0.5,-0.48,73.98,-0.307692308,0.028571429,-0.375654643,0.070481027,protein or amino sugars,0,0,0,0,0,0,0,0,0,0,5.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H38O9N4,25,38,4,9,0,538.263881,1.52,0.36,0.16,0,9,0,-4,0.5,-0.32,69.42,-0.333333333,0.03030303,-0.337149258,0.077303586,protein or amino sugars,0,0,8.34E-05,7.55E-05,6.30E-05,5.19E-05,0,0,0,0,0,0,0,0,0,0,0,0,5.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13E-05,0,0
C25H38O9S,25,38,0,9,1,514.223656,1.52,0.36,0,0.04,7,-2,-3,1.5,-0.72,80.82,-0.2,0.076923077,-0.350530728,0.067278298,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-05,0,4.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H38O9S2,25,38,0,9,2,546.195727,1.52,0.36,0,0.08,7,-2,-4,0.5,-0.64,78.54,-0.285714286,0.027027027,-0.414160028,0.064765076,unclassified,0.000199325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H38OS,25,38,0,1,1,386.264336,1.52,0.04,0,0.04,7,6,5,5.5,-1.36,99.06,0.217391304,0.234042553,-0.166970208,0.060820778,lipids,0,0,0,0,0,0,0,0,0,0,5.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H39O10N,25,39,1,10,0,513.257399,1.56,0.4,0.04,0,7,-3,-4,1,-0.64,78.54,-0.285714286,0.052631579,-0.315708797,0.072199527,unclassified,0,0,0,0,0,0,0,0,0,0,5.70E-05,0,6.91E-05,0,0,0,0,7.54E-05,0,0,0,0,0,0,4.52E-05,0,6.30E-05,0,0,0,0,0,0,5.18E-05,0,0,0,6.16E-05,7.17E-05,0,0,6.89E-05,0,0,0,0,0,7.55E-05,0
C25H39O10N3,25,39,3,10,0,541.263547,1.56,0.4,0.12,0,8,-2,-5,0,-0.4,71.7,-0.416666667,0,-0.340832712,0.075900823,protein or amino sugars,0,0,6.40E-05,0,6.17E-05,5.70E-05,6.82E-05,0,0,0,0,0,4.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84E-05,0,0,0,0
C25H39O10N5,25,39,5,10,0,569.269695,1.56,0.4,0.2,0,9,-1,-6,-1,-0.16,64.86,-0.6,-0.066666667,-0.365956627,0.082895887,protein or amino sugars,7.82E-05,0,0,0,0,0,0,0,0,5.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116519,0,8.69E-05,0,0,0,0,5.54E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H39O10NS,25,39,1,10,1,545.22947,1.56,0.4,0.04,0.04,7,-3,-5,0,-0.56,76.26,-0.384615385,0,-0.379338097,0.069313074,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69E-05,0,0,0,0,0,0,0,0,0,4.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H39O10NS2,25,39,1,10,2,577.201541,1.56,0.4,0.04,0.08,7,-3,-6,-1,-0.48,73.98,-0.5,-0.058823529,-0.442967397,0.066648543,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H39O11N,25,39,1,11,0,529.252314,1.56,0.44,0.04,0,7,-4,-5,0.5,-0.56,76.26,-0.384615385,0.027027027,-0.338653862,0.073242678,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23E-05,0
C25H39O11N3,25,39,3,11,0,557.258462,1.56,0.44,0.12,0,8,-3,-6,-0.5,-0.32,69.42,-0.545454545,-0.03030303,-0.363777777,0.077054525,protein or amino sugars,0,0,0,0,6.93E-05,4.91E-05,6.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H39O11N5,25,39,5,11,0,585.26461,1.56,0.44,0.2,0,9,-2,-7,-1.5,-0.08,62.58,-0.777777778,-0.103448276,-0.388901692,0.083588956,protein or amino sugars,0,0,7.37E-05,0,6.02E-05,6.15E-05,0,5.40E-05,4.36E-05,0,0,0,4.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.32E-05,0,0.000126101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73E-05
C25H39O11N5S2,25,39,5,11,2,649.208752,1.56,0.44,0.2,0.08,9,-2,-9,-3.5,0.08,58.02,-1.285714286,-0.28,-0.516160292,0.074316415,protein or amino sugars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78E-05,0.000369651,0,0,0.000257265,0,0.000203333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H39O11NS2,25,39,1,11,2,593.196456,1.56,0.44,0.04,0.08,7,-4,-7,-1.5,-0.4,71.7,-0.636363636,-0.090909091,-0.465912462,0.067536471,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H39O12N5,25,39,5,12,0,601.259525,1.56,0.48,0.2,0,9,-3,-8,-2,0,60.3,-1,-0.142857143,-0.411846757,0.084278753,protein or amino sugars,6.19E-05,0,0,0,0,0,0,0.000230406,0.000103612,5.45E-05,0,5.59E-05,5.07E-05,9.42E-05,0,0,0,4.03E-05,0.000179556,0,0,0,0,0,7.58E-05,0,0,0,0,0,0,0,0,0,0,0.000125132,0,0,5.06E-05,0,0,5.55E-05,0,0,7.91E-05,9.66E-05,0,0,7.51E-05
C25H39O14N3S3,25,39,3,14,3,701.15942,1.56,0.56,0.12,0.12,8,-6,-12,-5,0.16,55.74,-2.4,-0.416666667,-0.623500872,0.070839645,protein or amino sugars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000349168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H39O14N5,25,39,5,14,0,633.249355,1.56,0.56,0.2,0,9,-5,-10,-3,0.16,55.74,-1.666666667,-0.230769231,-0.457736887,0.085641187,protein or amino sugars,0,0,0,0,0,0,0,0,0,0,0,6.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H39O2N3S2,25,39,3,2,2,477.248369,1.56,0.08,0.12,0.08,8,6,1,2,-0.88,85.38,0.055555556,0.105263158,-0.284530792,0.062866291,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36E-05,0,0,0,0,0,0,0,0,0
C25H39O2N5S2,25,39,5,2,2,505.254517,1.56,0.08,0.2,0.08,9,7,0,1,-0.64,78.54,0,0.058823529,-0.309654707,0.065654031,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H39O3N5S2,25,39,5,3,2,521.249432,1.56,0.12,0.2,0.08,9,6,-1,0.5,-0.56,76.26,-0.066666667,0.03030303,-0.332599772,0.066515487,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H39O4N3S2,25,39,3,4,2,509.238199,1.56,0.16,0.12,0.08,8,4,-1,1,-0.72,80.82,-0.0625,0.055555556,-0.330420922,0.064465194,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52E-05,0,0,0,0,0,0,0,0,0,0,0,0
C25H39O4N5S2,25,39,5,4,2,537.244347,1.56,0.16,0.2,0.08,9,5,-2,0,-0.48,73.98,-0.142857143,0,-0.355544837,0.06739985,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011632,0,0,0,0,0,0,0,0,0,0,0.000223973,0,0,0,0,0,0,0,0,0,0.000245299,0,0,0,0,0,0,0,0,0,0,0,0
C25H39O4NS3,25,39,1,4,3,513.204122,1.56,0.16,0.04,0.12,7,3,-1,1,-0.88,85.38,-0.058823529,0.052631579,-0.368926307,0.059650027,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97E-05,0,0,0,0,0,0,0,0
C25H39O5N,25,39,1,5,0,433.282824,1.56,0.2,0.04,0,7,2,1,3.5,-1.04,89.94,0.052631579,0.162790698,-0.200983472,0.06739985,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22E-05,0,5.06E-05,0,0,0,0,0,0,0,4.42E-05,0,0,0,0,0,0,0
C25H39O5N3S2,25,39,3,5,2,525.233114,1.56,0.2,0.12,0.08,8,3,-2,0.5,-0.64,78.54,-0.133333333,0.028571429,-0.353365987,0.065295537,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H39O5N5S2,25,39,5,5,2,553.239262,1.56,0.2,0.2,0.08,9,4,-3,-0.5,-0.4,71.7,-0.230769231,-0.032258065,-0.378489902,0.068308046,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41E-05,0,0,0,0,0,0,0,0,0,0,9.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131113,0,0,0,0,0
C25H39O5NS3,25,39,1,5,3,529.199037,1.56,0.2,0.04,0.12,7,2,-2,0.5,-0.8,83.1,-0.125,0.027027027,-0.391871372,0.060360276,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62E-05,0,0,0,0,0,0,0,0,0,0,6.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21E-05,0,0,0,0,0,0,0,0
C25H39O6N,25,39,1,6,0,449.277739,1.56,0.24,0.04,0,7,1,0,3,-0.96,87.66,0,0.142857143,-0.223928537,0.068308046,lipids,0,0,0,0,0,0,0,0,8.48E-05,9.42E-05,6.96E-05,0,0.000128885,8.13E-05,8.87E-05,0.000110985,0,0.000130211,6.81E-05,0.000117091,0,0,0,0,0,0,0,0,0.000111104,0,8.03E-05,0.000109345,0.000118112,0.00011887,0.000103146,0,0,7.62E-05,9.75E-05,0,0.000114347,0.000112,0,0,0,0,6.32E-05,0.00012564,7.89E-05
C25H39O6N3S2,25,39,3,6,2,541.228029,1.56,0.24,0.12,0.08,8,2,-3,0,-0.56,76.26,-0.214285714,0,-0.376311052,0.066147549,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99E-05,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,6.23E-05,0,0,0,0,0,0,5.32E-05,0,0,0,0,0
C25H39O6N5,25,39,5,6,0,505.290035,1.56,0.24,0.2,0,9,3,-2,1,-0.48,73.98,-0.142857143,0.058823529,-0.274176367,0.075251754,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H39O6N5S2,25,39,5,6,2,569.234177,1.56,0.24,0.2,0.08,9,3,-4,-1,-0.32,69.42,-0.333333333,-0.066666667,-0.401434967,0.069241051,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18E-05,5.17E-05,0,0,0,0,0,0,0,9.14E-05,0,8.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61E-05,0,0,0,0,0
C25H39O6NS,25,39,1,6,1,481.24981,1.56,0.24,0.04,0.04,7,1,-1,2,-0.88,85.38,-0.058823529,0.1,-0.287557837,0.065718782,lipids,0,0,0,0,0,0,0,0,0,0,4.19E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H39O6NS3,25,39,1,6,3,545.193952,1.56,0.24,0.04,0.12,7,1,-3,0,-0.72,80.82,-0.2,0,-0.414816437,0.061087642,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14E-05,0,0,0,0,0,0,0,0
C25H39O7N,25,39,1,7,0,465.272654,1.56,0.28,0.04,0,7,0,-1,2.5,-0.88,85.38,-0.058823529,0.12195122,-0.246873602,0.069241051,lipids,8.25E-05,0,7.02E-05,0,0,7.61E-05,0,7.65E-05,9.72E-05,0.000125973,0.000119523,8.47E-05,0.000194351,0.000100174,0.000117255,0,0,0.000215432,0.000113769,0,0.000104246,0,0.000147429,0,9.19E-05,7.46E-05,0,0,0.000163986,0,0.000161385,0.00013751,0.000148727,0.000181016,0.000123543,0.000114584,0,0,0.000121995,0.000180115,0.000190127,0.000150162,0.000107314,0,9.91E-05,0.000119832,9.17E-05,0.000185343,0.000126388
C25H39O7N3S2,25,39,3,7,2,557.222944,1.56,0.28,0.12,0.08,8,1,-4,-0.5,-0.48,73.98,-0.307692308,-0.03030303,-0.399256117,0.067022091,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H39O7N5,25,39,5,7,0,521.28495,1.56,0.28,0.2,0,9,2,-3,0.5,-0.4,71.7,-0.230769231,0.03030303,-0.297121432,0.076385661,lipids,0,0,0,0,6.29E-05,7.14E-05,0,0,0,0.0001218,0,0,5.55E-05,0,0,0,0,5.07E-05,0.000105907,0,0,0,0,0,0,0,0,0,0,0.000138285,0,0,0,0.000115155,0,6.91E-05,0,0,0,0,0,0.000126934,9.51E-05,0,0,4.37E-05,0,0,0
C25H39O7N5S2,25,39,5,7,2,585.229092,1.56,0.28,0.2,0.08,9,2,-5,-1.5,-0.24,67.14,-0.454545455,-0.103448276,-0.424380032,0.070199897,lipids,0,8.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H39O7NS,25,39,1,7,1,497.244725,1.56,0.28,0.04,0.04,7,0,-2,1.5,-0.8,83.1,-0.125,0.076923077,-0.310502902,0.066581948,lipids,0,0,0,0,0,0,0,4.64E-05,0,0,0,5.00E-05,0,0,0,0,0,4.72E-05,0,0,0,0,4.92E-05,0,0,0,0,0,6.24E-05,0,6.84E-05,0,6.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63E-05,0
