	FS0916E	CS0908E	QQ0718E	CS0617E	JZ0701E	FS0702E	QH0615E	BJ0815E	BJ0613E	FS0617E	FS0716E	WZ0728E	QH0720E	BJ0718E	QQ0627E	QH0714E	CS0715E	FS0729E	JZ0729E	CS0701E	WZ0811E	WZ0825E	FS0819E	QQ0801E	BJ0704E	WZ0616E	JZ0715E	JZ0916E	JZ0617E	QH0803E	CS0825E	QH0817E	QQ0615E	WZ0714E	QQ0913E	QQ0815E	BJ0919E	JZ0819E	BJ0801E	WZ0915E	QH0629E	CS0917E
OTU_132	0	0	0	0	174	0	1	0	0	0	0	2	0	0	0	0	0	0	25	0	1	0	0	0	0	74	15	0	42	0	0	0	0	3	0	0	0	1	0	33	0	0
OTU_3243	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_173	38	61	0	31	0	94	1	14	11	94	87	0	0	53	0	1	198	40	4	60	0	0	65	1	15	0	2	27	0	0	217	0	0	0	0	1	29	9	152	0	2	120
OTU_3108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_214	4	0	0	0	0	0	19	0	1	0	1	0	77	0	2	77	2	1	0	0	0	0	0	0	0	0	0	0	0	17	0	3	0	0	0	1	0	0	0	0	129	0
OTU_385	0	8	4	71	5	1	0	0	0	8	16	1	0	0	7	0	99	2	0	102	0	0	1	2	0	0	0	0	13	82	33	40	1	0	2	5	0	2	0	0	0	16
OTU_259	41	52	0	24	11	303	152	0	3	680	142	52	91	0	1	227	36	93	22	16	33	118	88	0	0	0	9	147	10	32	39	87	0	28	0	0	0	88	0	75	322	234
OTU_159	1	0	0	0	0	0	39	0	0	2	0	0	18	0	0	32	0	1	0	0	0	1	5	0	0	0	0	0	0	30	0	4	0	0	0	0	0	0	0	0	45	0
OTU_1017	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	0	0	0	0	0	0	0	0	0	0	9	0	0
OTU_163	0	14	171	6	1	0	3	3	53	0	0	25	187	10	111	4	22	0	12	4	14	2	0	92	2	0	7	201	0	13	0	0	21	10	41	5	370	106	71	0	140	105
OTU_406	77	5	36	0	47	111	3	5	17	18	71	14	2	11	45	1	39	30	60	4	20	18	56	52	3	16	63	25	14	3	4	0	25	70	98	17	10	16	26	2	20	10
OTU_246	0	27	1	141	4	0	1	32	22	0	0	4	13	47	3	3	53	0	5	27	2	0	0	4	48	4	0	0	7	12	33	1	1	10	7	5	16	2	17	0	9	34
OTU_1194	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	6	3	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0
OTU_589	0	0	14	2	3	0	0	1	0	0	0	25	0	0	59	0	0	1	2	3	37	30	0	1	0	0	1	0	2	0	0	0	8	13	22	52	0	0	0	17	1	0
OTU_198	1	0	0	1	30	0	1	0	0	0	0	27	0	0	1	0	0	0	41	1	26	16	0	0	0	54	35	43	60	1	0	0	0	13	0	0	0	45	0	156	0	1
OTU_1093	0	0	0	1	0	0	0	1	22	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0
OTU_2183	0	0	0	0	211	0	2	4	39	0	0	18	0	71	0	0	0	0	184	0	14	12	0	0	15	138	424	52	525	0	0	0	0	25	0	1	0	163	11	116	0	0
OTU_984	32	2	2	2	7	26	0	0	2	45	24	86	4	1	3	0	2	16	7	5	45	15	23	0	1	24	18	1	1	1	4	0	0	238	4	0	1	4	2	1	1	18
OTU_140	0	0	0	0	346	0	1	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	8	154	0	218	0	0	0	0	0	0	0	0	5	0	10	0	0
OTU_477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	2	0	0	0	17	1	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0
OTU_287	0	0	0	5	0	0	0	4	0	0	0	32	1	0	0	0	0	0	0	1	23	20	0	0	0	47	1	2	0	0	0	0	0	19	0	0	0	1	0	163	1	1
OTU_48	15	2	5	5	169	0	0	95	58	0	0	1766	2	112	27	0	2	0	22	0	434	445	0	3	72	1658	39	2	36	0	0	0	3	1193	3	8	16	2	33	358	0	0
OTU_557	0	0	3	0	0	9	0	0	0	22	9	0	0	0	0	1	0	15	0	0	0	0	7	1	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0
OTU_1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1143	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_307	0	0	14	35	22	0	2	5	1	0	0	0	1	7	22	0	3	0	14	5	0	0	0	22	1	2	10	26	19	0	1	0	4	0	73	31	10	2	16	0	0	13
OTU_102	5	7	0	40	111	0	2	2	45	1	0	0	4	12	1	2	9	3	36	7	0	1	3	0	11	231	81	71	61	41	7	0	1	5	1	2	20	420	17	3	1	132
OTU_121	0	1041	0	0	4	2	0	199	0	33	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	24	1	0	0	1	0	10	2	0	0	1	5	0
OTU_816	2	0	0	3	4	0	2	1	2	0	0	0	0	1	1	1	2	0	3	0	0	0	0	0	1	1	5	1	8	0	0	0	0	0	1	4	4	0	4	0	0	1
OTU_610	486	0	0	0	0	0	181	0	0	0	0	0	26	0	0	255	0	216	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0
OTU_87	0	2	4	0	0	0	0	173	1019	0	0	0	0	613	0	0	0	0	7	0	0	0	0	0	363	0	0	0	0	0	0	1	0	0	0	1	432	0	876	0	0	0
OTU_3400	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	2	1	0	0	0	18	2	0	1	0	0	0	0	4	0	0	0	0	0	47	0	0
OTU_68	46	71	20	57	1	50	533	1	1	39	18	8	104	1	125	668	50	25	0	40	45	29	17	80	1	0	0	0	0	36	33	125	74	4	81	80	0	0	2	8	480	70
OTU_305	0	0	0	0	11	0	0	0	0	0	0	232	0	0	0	0	0	0	10	0	79	36	0	0	0	3	5	0	8	0	0	0	0	23	0	1	0	2	0	35	0	0
OTU_634	1	0	0	0	50	0	0	0	2	0	0	4	0	0	0	0	0	0	8	0	4	3	0	0	0	56	25	1	39	0	0	0	0	6	0	0	0	2	0	8	0	0
OTU_1118	1	41	0	0	1	0	1	39	0	5	1	0	0	0	2	0	0	6	1	0	0	0	0	3	0	0	0	1	2	2	0	0	1	0	1	19	0	0	0	0	1	0
OTU_178	5	0	2	1	0	0	0	0	0	0	0	13	4	0	1	5	1	1	0	1	12	73	1	1	0	2	0	0	0	1	0	0	2	10	1	0	1	0	0	4	4	0
OTU_3037	0	0	2	0	0	20	18	0	0	6	6	0	170	0	0	3	0	4	1	0	0	11	0	8	0	0	1	0	0	6996	0	2	19	0	0	66	17	0	0	4	11	27
OTU_189	0	1	5	10	22	13	1	0	3	12	20	0	0	1	15	1	3	9	8	5	0	0	4	46	0	20	26	6	39	0	2	0	12	0	25	9	6	13	2	0	0	6
OTU_23	23	223	487	445	26	83	5	36	108	165	81	706	46	67	825	5	273	37	265	396	450	362	38	608	31	324	106	561	14	55	167	3	329	2173	1420	376	254	366	127	43	34	878
OTU_378	0	0	0	0	0	51	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	9	0
OTU_71	0	1	2	0	0	0	0	322	923	0	0	0	0	994	0	0	0	0	5	0	0	0	1	0	267	0	0	0	0	0	0	0	0	0	0	1	1018	0	1449	0	1	0
OTU_62	774	37	256	37	0	73	0	4	262	29	58	0	0	20	357	0	27	59	0	18	0	0	52	298	9	0	0	0	0	0	18	0	80	0	1255	286	4	0	10	0	0	106
OTU_1242	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	21	4	8	0	0	0	0	0	0	0	0	17	0	5	0	0
OTU_2608	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_369	232	0	0	0	0	2	302	0	0	0	1	0	282	0	0	160	0	243	0	0	0	0	824	0	0	0	0	0	0	127	0	14	0	0	0	0	0	0	0	0	246	0
OTU_487	1	0	0	0	47	1	27	1	0	1	2	142	32	0	3	40	0	3	62	0	140	44	0	4	0	60	12	20	39	50	0	23	0	54	3	6	0	13	0	74	30	0
OTU_276	195	95	140	295	388	60	1	5	2	11	128	89	2	7	335	1	137	128	196	102	71	67	174	89	3	193	267	46	267	0	14	1	64	72	180	210	0	57	2	108	0	66
OTU_500	0	0	0	0	0	0	21	0	0	2	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU_179	2	35	8	117	0	102	0	0	0	53	218	0	0	0	5	0	77	36	12	142	0	0	17	7	0	0	0	3	0	5	416	351	0	0	14	6	0	3	0	0	0	36
OTU_1258	15	0	6	1	26	2	7	4	50	6	3	0	14	10	19	0	0	2	40	0	0	0	4	4	4	18	43	25	53	10	0	0	5	3	9	13	78	20	30	1	7	8
OTU_9	6	0	2	0	0	5	40	0	0	2	13	0	10	0	0	177	0	40	0	0	0	0	32	0	0	0	0	0	0	9	0	52	0	0	0	0	0	0	0	0	49	0
OTU_673	21	0	0	0	1	0	9	5	7	1	0	0	11	15	0	12	0	3	0	0	0	0	3	0	14	0	0	0	0	0	0	0	0	0	0	0	4	0	9	0	1	0
OTU_586	0	0	0	0	0	0	0	353	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0
OTU_194	0	33	4	122	27	4	0	32	51	26	6	0	0	93	8	0	71	1	6	72	0	0	0	2	33	1	20	2	55	0	46	0	3	0	1	4	33	3	97	0	0	144
OTU_1887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	2	0	0	0	0	0	52	0	0
OTU_109	0	2	3	10	241	1	1	8	65	0	0	2	0	29	5	0	16	0	58	19	3	1	0	6	11	120	226	32	542	1	1	0	0	10	2	2	61	48	63	4	0	10
OTU_272	306	0	0	0	0	8	0	0	0	0	6	2	0	0	0	0	0	12	0	0	0	1	74	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
OTU_1116	31	0	2	0	0	9	295	0	18	8	8	0	93	2	3	111	0	21	0	1	1	0	50	0	0	0	0	0	0	233	0	16	1	0	1	0	0	0	1	2	276	1
OTU_151	0	3	320	0	0	0	0	0	0	0	0	0	0	0	1122	0	3	0	0	0	0	0	0	193	0	0	0	0	0	2	1	0	280	0	142	17	0	0	0	0	0	16
OTU_112	2	0	115	8	92	0	0	30	81	0	0	8	0	82	228	0	3	0	134	6	14	10	0	72	21	159	168	94	37	1	1	0	78	28	69	26	139	120	186	5	0	0
OTU_566	59	0	7	0	0	25	1	0	0	9	11	6	5	0	8	35	0	12	3	0	4	3	43	3	0	37	7	15	6	2	0	2	4	7	1	13	0	1	0	0	1	0
OTU_326	69	3	0	1	0	14	1	0	0	50	35	8	6	0	0	3	0	34	0	0	16	72	22	0	0	1	0	0	0	3	0	1	0	5	0	0	0	0	0	1	8	1
OTU_286	0	27	2	2	0	0	0	19	218	0	0	0	1	52	0	0	5	0	0	4	0	0	0	0	26	0	0	0	0	1	1	0	0	0	0	0	136	0	189	0	1	163
OTU_668	0	0	0	0	4	0	0	2	4	0	0	0	0	5	0	0	0	0	9	0	0	0	0	0	2	0	20	27	4	0	0	0	0	0	1	2	2	21	5	0	0	0
OTU_75	0	3	0	0	0	0	1	0	0	0	0	0	17	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0
OTU_907	2	1	1	0	1	2	0	2	0	1	0	1	3	2	5	0	3	0	2	1	0	2	1	6	4	0	0	3	0	2	0	1	1	1	4	2	0	2	0	1	0	0
OTU_78	2	0	0	0	0	13	6	0	0	1422	0	0	2	0	0	1	0	6	0	1	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0	0	0	0	2	366	0
OTU_874	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_605	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	10	0	0
OTU_49	0	0	0	0	0	143	11	0	0	55	0	50	241	0	0	10	0	0	6	25	671	83	1	0	1183	611	0	0	2	444	0	14	1	2	0	0	44	1	0	2272	132	0
OTU_742	1	0	0	0	12	14	0	0	0	9	3	0	0	0	0	0	0	3	9	0	0	0	5	0	0	1	2	66	0	0	0	0	0	0	0	0	0	47	0	0	0	0
OTU_460	2	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	12	1	36	0	0	0	0	1	0	0	0	3	0	1	0	0
OTU_122	0	7	45	181	0	0	0	100	500	0	0	0	0	209	72	1	39	0	1	70	0	0	0	41	48	29	1	0	0	0	10	0	17	3	63	5	160	0	264	0	0	71
OTU_769	0	0	0	0	0	0	149	0	0	0	0	0	124	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	30	0	0	0	0	0	2	0	0	33	0
OTU_245	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	53	6	0	7	0	0	0	0	1	0	0	0	0	0	33	0	0
OTU_2782	0	0	0	3	8	0	1	18	0	0	1	13	1	1	1	0	3	1	11	1	17	6	0	0	0	25	8	17	24	0	3	1	0	12	0	0	0	15	0	113	1	0
OTU_243	0	94	0	142	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	122	0	0	1	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	615
OTU_169	37	0	0	0	0	242	0	0	0	188	177	0	0	0	0	0	0	113	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_271	61	0	0	0	0	15	5	0	0	20	67	5	1	0	1	12	0	156	0	0	31	31	93	0	0	0	0	3	0	1	0	3	0	3	0	0	0	0	0	3	2	0
OTU_182	39	0	0	0	1	218	7	0	0	182	163	0	1	0	0	1	0	100	6	0	0	1	116	0	0	0	3	4	0	3	0	2	0	0	0	0	0	10	0	0	1	0
OTU_417	0	0	45	0	0	0	0	0	8	0	0	0	4	4	89	2	0	0	0	0	0	0	0	18	0	0	0	58	0	1	0	0	26	0	29	11	12	1	9	0	1	0
OTU_1070	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0
OTU_280	27	0	0	0	0	116	1	0	0	66	48	0	0	0	0	0	0	36	0	0	0	0	47	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_510	7	0	0	0	0	11	0	0	0	30	6	0	0	0	0	0	0	24	2	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_562	12	0	3	1	0	5	0	0	0	5	8	13	0	0	2	0	1	9	0	0	15	10	9	9	0	0	0	0	0	0	0	0	0	4	9	7	2	0	1	0	0	1
OTU_220	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	15	158	0	0	0	8	0	0	0	0	0	0	0	222	0	0	0	0	0	47	0	0
OTU_59	2	0	527	0	10	0	0	0	0	0	0	1	0	0	1423	0	2	0	5	0	1	1	4	461	1	4	1	1	2	2	0	0	211	3	1270	1235	0	0	0	6	1	0
OTU_1663	29	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	7	0	0	20	7	19	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0
OTU_1113	47	3	9	0	2	1	0	0	0	0	0	0	4	0	8	0	0	0	1	0	0	0	6	1	0	0	0	1	0	4	1	0	1	0	1	3	0	0	1	0	0	0
OTU_553	2	1	0	0	27	26	0	0	0	19	18	11	0	1	0	0	0	12	69	1	2	2	12	0	8	7	26	5	10	0	0	0	0	8	0	0	0	9	1	14	0	0
OTU_232	0	8	0	4	3	0	0	18	88	0	0	0	0	55	0	1	1	0	61	1	0	0	0	0	9	0	47	359	2	0	0	0	0	0	0	0	107	254	92	0	0	36
OTU_438	24	0	0	0	0	43	0	0	0	36	20	0	3	0	0	0	0	10	0	0	0	0	21	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU_717	0	6	0	27	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	16	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	19
OTU_462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_826	0	0	0	0	7	1	0	0	0	0	0	1	0	1	1	0	0	0	3	0	0	0	0	0	1	1	3	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_900	0	12	0	229	5	12	0	241	0	14	0	2	3	0	0	0	0	0	53	67	1	0	0	0	0	2	46	5	29	0	0	0	1	0	0	9	0	9	41	14	0	5
OTU_1760	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_740	0	1	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0	168	39	0	71	0	0	0	0	0	0	4	0	176	0	8	0	0
OTU_215	53	2	17	2	2	49	0	0	2	36	27	40	3	5	18	1	0	28	3	1	15	6	50	28	4	0	0	0	0	4	1	0	11	36	18	11	1	0	3	0	2	1
OTU_1651	5	0	1	0	0	13	11	0	0	0	19	0	21	0	0	48	1	27	1	1	0	1	12	1	0	0	0	1	0	11	0	7	0	0	0	3	0	0	0	0	16	0
OTU_153	50	3	1	0	5	7	0	0	2	31	6	0	2	1	2	0	0	6	1	0	0	0	11	0	0	62	4	1	2	0	0	0	0	0	2	0	2	1	1	2	2	3
OTU_1860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_407	2	2	7	0	0	27	0	4	8	13	16	0	0	17	17	0	17	4	1	4	0	0	6	3	14	0	0	4	0	0	23	0	3	0	12	15	12	0	15	0	0	0
OTU_799	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	13	0
OTU_2901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1479	0	1	0	0	40	0	2	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	35	8	54	0	0	0	0	0	0	0	0	10	0	0	0	0
OTU_564	0	0	0	0	0	0	19	0	0	0	0	0	22	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	0
OTU_1051	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_896	27	1	53	9	39	61	0	2	2	17	22	2	1	4	92	0	9	12	40	3	1	0	25	40	6	12	20	11	24	3	1	0	28	0	106	162	0	13	0	24	2	2
OTU_2748	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	1	0	0	0	0	0	13	0	0
OTU_646	1	0	1	0	0	7	3	0	0	11	2	0	0	0	0	8	0	1	0	0	0	0	4	1	0	0	0	1	0	2	0	3	0	0	1	0	0	0	0	0	5	0
OTU_658	12	2	6	10	0	11	0	0	0	12	7	2	0	0	5	0	16	8	0	18	22	28	10	3	0	0	0	2	0	0	10	0	3	1	5	1	0	0	0	8	0	9
OTU_904	1	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	3	402	0	0	0	36	49	0	227	0	0	0	0	0	0	0	0	413	0	4	0	0
OTU_234	2	1	6	4	31	26	0	9	2	16	27	46	26	13	33	0	2	8	39	2	14	12	11	13	49	0	10	4	25	57	0	5	2	64	10	4	2	5	8	17	2	1
OTU_774	0	0	0	5	3	6	0	1	0	1	1	0	0	1	5	0	9	3	7	3	0	0	2	2	5	2	5	3	2	0	2	0	0	0	2	1	0	1	1	1	0	1
OTU_1675	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97	0	66	118	113	42	0	139	0	0	0	1	0	213	0	119	146	81	0	155	99	0	0	0	102	0	0	144	259	23	127	120	23	35	0	124	57	0	278	0	0	109	257
OTU_2958	0	0	0	0	0	0	15	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_473	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	74	19	33	0	0	0	0	0	0	0	0	59	0	0	0	0
OTU_106	0	0	0	0	1	0	0	190	737	0	0	0	0	481	0	0	0	0	5	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	2	615	0	767	0	0	0
OTU_494	0	0	0	0	0	0	16	0	0	0	0	0	384	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
OTU_285	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	21	0	0	0	0	0	0	0	2	0	0	0	0	0	16	0	0
OTU_2232	13	1	52	69	10	30	23	43	136	31	14	16	6	127	82	8	36	12	96	12	43	33	24	28	54	46	32	99	1	9	3	3	27	75	62	72	501	193	678	20	17	24
OTU_491	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	24	0	0	1	0	0	0	0	0	0	0	0	0	0	22	0	0
OTU_567	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1175	0	137	24	276	1	0	0	33	392	0	0	0	0	98	30	0	118	0	9	229	0	0	0	58	26	1	3	7	6	0	67	0	13	0	13	14	110	5	247	0	0	479
OTU_1184	18	0	0	0	0	13	22	0	0	36	29	0	14	0	0	45	0	51	0	0	0	0	27	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	17	0
OTU_2720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0
OTU_1647	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0
OTU_154	130	16	6	0	0	91	33	0	0	30	73	4	5	0	7	33	2	119	0	4	1	0	224	4	0	1	0	2	0	0	115	1	2	0	49	94	0	0	0	12	11	15
OTU_248	54	0	0	0	16	41	11	0	0	53	103	0	23	0	0	34	1	39	7	2	0	0	58	0	0	0	12	0	25	25	0	3	0	0	0	0	0	5	0	0	2	2
OTU_2473	3	0	0	0	0	0	4	1	3	0	0	0	3	3	0	8	0	9	0	0	0	0	39	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
OTU_854	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	48	0	0	3	0	0	0	0	3	0	0	0	0	0	36	0	0
OTU_2265	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_300	0	0	0	0	48	0	2	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_449	0	3	0	4	0	0	0	57	75	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	4	0	20	0	0	1
OTU_1095	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_541	0	0	0	0	6	0	0	0	0	0	0	32	0	0	0	0	0	0	19	0	20	4	0	0	0	11	3	2	6	0	0	0	0	14	0	0	0	1	0	8	0	0
OTU_2279	163	0	0	0	73	25	5	1	1	43	14	32	3	0	0	11	0	16	2	1	6	10	14	0	0	510	30	7	186	1	0	0	0	146	0	1	4	1	1	47	4	0
OTU_3017	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2384	0	0	0	0	17	0	0	0	0	0	0	43	0	0	0	0	0	0	14	0	33	6	0	0	0	14	6	7	11	0	0	0	0	9	0	0	0	8	0	13	0	0
OTU_239	159	3	0	3	0	55	1	0	0	44	100	0	2	0	0	0	3	74	1	4	0	0	59	0	0	1	0	1	0	2	2	1	0	0	0	0	0	2	1	0	2	11
OTU_96	1	0	0	0	11	0	2	0	0	0	0	11	0	0	0	0	0	0	17	0	6	5	0	0	0	160	9	1	17	0	0	0	0	15	0	0	0	5	0	320	0	0
OTU_1445	25	0	0	0	0	0	3	2	2	0	0	3	0	11	0	0	0	0	0	0	2	7	0	0	2	10	0	0	0	0	0	0	0	8	0	0	19	0	13	0	0	1
OTU_830	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_1079	1	0	0	0	0	3	4	0	0	2	1	0	1	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	5
OTU_807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	5	0	4	0	0	0	0	0	0	0	0	2	0	8	0	0
