ZOTU_ID	D00R01	D00R02	D00R03	D00R04	D00R05	D00R06	D03R01	D03R02	D03R03	D03R04	D03R05	D03R06	D06R01	D06R02	D06R03	D06R04	D06R05	D06R06	D09R01	D09R02	D09R03	D09R04	D09R05	D09R06	D12R01	D12R02	D12R03	D12R04	D12R05	D12R06	D24R01	D24R02	D24R03	D24R04	D24R05	D24R06	D48R01	D48R02	D48R03	D48R04	D48R05	D48R06	D96R01	D96R02	D96R03	D96R04	D96R05	D96R06
ZOTU_6005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	2	0	1	0	0	2	0	0	0	1
ZOTU_3218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	2	1	0	0	0	0	9	0	0	0	0
ZOTU_4732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	2	0	0
ZOTU_4713	1	0	4	1	0	1	0	0	0	0	1	0	0	0	0	1	18	0	0	0	0	5	11	0	1	3	0	2	17	0	0	1	0	0	3	2	0	0	0	0	2	1	0	0	0	0	0	1
ZOTU_1492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ZOTU_3618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	2	0	2	1	0	0	1	1	3
ZOTU_8152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	2	0	2	7	5	3	0	0	1	0
ZOTU_1466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_5241	0	0	0	0	0	0	1	19	0	10	15	0	1	0	1	0	1	0	5	0	1	0	1	0	4	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
ZOTU_1888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	1	0	2	1	2	0	0	1	6	0	0	0	0	0
ZOTU_790	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	3	0	0	1	0	0	2	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0
ZOTU_7114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	3	0	0	2	0	0	3	0	0
ZOTU_8134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	1	4	1	2	0	0	1	3	0	0	0	0
ZOTU_2351	0	0	0	0	0	0	0	0	0	2	6	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	1
ZOTU_3590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ZOTU_1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0
ZOTU_7074	0	0	0	0	0	0	2	3	0	0	0	2	0	1	2	0	0	2	1	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	2	0	0	0	0
ZOTU_7887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
ZOTU_7319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ZOTU_1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	4	0
ZOTU_1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	25	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZOTU_166	0	0	0	0	0	0	0	0	0	2	1	0	1	168	40	0	76	4	1	32	9	49	50	1	0	17	1	48	18	0	0	6	7	4	5	0	1	1	0	0	1	0	3	0	0	0	4	0
ZOTU_5090	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	6	1	8	1	0	10	0	4	13	1	1	9	0	1	6	0	0	3	0	0	3	0	0	1	0	0	0	0	0	0
ZOTU_6746	0	0	0	0	0	0	0	5	0	0	2	0	0	7	0	12	0	0	0	2	0	31	0	0	0	1	0	17	0	0	0	1	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ZOTU_1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	3	2	0	0	0	1	7	7	7	24	0	0	0	0	2	4	0
ZOTU_4459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0
ZOTU_5036	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZOTU_5694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	19	4	2	0	2	4	6	0	0	0	3
ZOTU_6740	0	0	0	0	0	0	23	1	7	9	1	0	0	15	21	9	30	26	0	5	1	3	3	12	0	2	1	2	2	1	0	1	0	0	1	0	0	2	0	1	0	0	0	1	0	1	0	1
ZOTU_7196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_6580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	1
ZOTU_4789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ZOTU_1850	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	3	4	4	0	2	3	6	1	1	1	38	2	0	0	0	0	2
ZOTU_5610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	2	5	1	0	0
ZOTU_2574	0	0	0	0	0	0	0	2	5	5	17	4	0	1	4	3	6	0	0	2	2	4	9	4	1	0	2	4	11	3	0	2	0	1	8	11	0	1	5	1	5	3	0	1	0	1	1	3
ZOTU_1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	1
ZOTU_5375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	1	0	1	0	2	4	1	0	2	0	3	2	0	0	2	0	0	4	1	0	0	0	0	0	0	0	0
ZOTU_7926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	1	2	3	1	0	2	0	1	2	0	1	0	0	3	1	2	0	0	1	1	1	0	0	0	0
ZOTU_5800	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	2	0	1	2	0	1	2	1	1	6	0	0	0	0	0	0	0
ZOTU_2094	0	0	0	0	0	0	0	1	4	0	0	1	0	0	1	1	0	0	0	1	0	1	0	3	0	0	0	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
ZOTU_7971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	3	1	0	0	1	2	2	0	0	0	0
ZOTU_3356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	15	0	0	13	19	4	8	0	7	5	1	2	3	2
ZOTU_6492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0
ZOTU_5789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ZOTU_7320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0
ZOTU_3987	4	0	8	2	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	10	0	6	5	2	1	3	1	0	1	1	0	0	1	1	0	2	1	1	0	0	2	0	0	0	0
ZOTU_1677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	8	7	2	2	14	1	8	5	0	5	0	1	3	0	0	5	1	1	1	0	1	0	0	0	0	0	0	0
ZOTU_7119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0
ZOTU_2510	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	5	4	0	0	4	2	4	3	5	0	4	5	0	6	6	0	3	1	0	2	2	0	0	1	0	0	1	0	0	1	0	1	4
ZOTU_2697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	4	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1
ZOTU_6478	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_6114	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	1	2	0	3	2	1	0	0	0	0	0	0	0	0	0
ZOTU_5662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	16	0	0	1	0	0	15	0	0
ZOTU_7159	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	1	0	2	1	0	0	3	1	0	0	0	6	0	0	0	2	0	3	0	0	0	1	1
ZOTU_4802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	8	0	0	4	0	5	4	1	0	0	0	0	1	0	0
ZOTU_8166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0
ZOTU_4682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	5	0	1	0	0	3	2	3	1	3	0	1	0	0	1	0	1
ZOTU_5751	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	14	1	3	2	3	0	10	9	12	4	3	0	13	1	3	0	5	0	2	2	3	0	3	0	0	0	0	0	2
ZOTU_3788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1	4	0	1	0	16	2	0	0	0	2	0	6	5	0	0	4	0	2	5	0	0	0	0	1	0	0	0	0
ZOTU_4617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	17	1	0	0	1	0	0	1	0	0	0	0
ZOTU_398	19	29	17	17	8	19	0	0	1	0	1	4	1	3	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0	0	0
ZOTU_6522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	4	0	0	0	6
ZOTU_857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	4	0	0	2	3	19	4	0	0	7	1	1	1	2
ZOTU_7289	0	0	3	1	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0
ZOTU_409	0	0	0	0	0	0	0	5	1	0	0	0	0	5	0	0	0	0	0	21	0	0	0	0	0	10	0	0	0	0	0	9	0	0	0	0	0	7	0	0	0	0	0	16	0	0	0	0
ZOTU_1912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ZOTU_2405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	5	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0
ZOTU_5692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ZOTU_2630	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	1
ZOTU_965	1	3	0	3	1	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_3460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	2	0	2	2	2	8	11	0	2	5	2	3	1	2	1	0	0	0	0	1
ZOTU_5269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	3	2	0	0	1	0
ZOTU_8070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	4	4	2	5	4	4	6	4	1	4	0	3	5	0	0	2	2	1	5	1	1	1	0	0	1	0	0	0
ZOTU_7422	0	0	0	0	0	0	0	1	2	0	0	0	0	5	1	0	2	7	2	0	2	1	8	1	0	0	1	0	0	0	0	0	0	0	2	6	11	1	4	1	0	1	8	0	2	1	1	4
ZOTU_3777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1	5	0	0	0	27	6	1	1	0	0	1	6	1	1	0	3	0	1	3	0	0	1	0	3	2	0	0	0
ZOTU_4254	0	0	0	0	0	0	0	1	2	3	0	9	0	4	1	0	3	114	4	1	2	0	0	37	0	0	0	0	3	13	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1
ZOTU_4926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
ZOTU_6846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ZOTU_308	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	69	137	99	103	51	52	376	111	118	157	29	68	4	39	27	18	6	74	0	6	19	5	2	5	0	1	0	0	0	0
ZOTU_3645	0	0	0	0	0	0	13	4	15	2	5	0	2	1	4	1	1	20	1	1	4	0	0	5	1	1	5	1	0	8	0	0	3	0	0	0	1	0	5	0	0	3	0	0	0	0	0	0
ZOTU_3457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	1	2	0	2	0	0	0	0	0	0
ZOTU_120	0	0	0	0	0	0	0	0	0	0	0	0	116	22	28	40	2	1	211	2	10	144	0	18	179	19	2	162	1	20	77	13	0	30	38	2	0	0	0	6	3	0	0	0	0	1	0	0
ZOTU_1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	4
ZOTU_6803	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	2	0	0	2	1	5	1	3	0	1	0	1	2	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ZOTU_5549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	2	0	0	0	0
ZOTU_2841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	17	0	0	1	0	0	1	0	0	0	0	0	0
ZOTU_4646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	1	0	0	1
ZOTU_3710	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	1
ZOTU_5673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	7	9	2	12	4	0	8	11	0	0	1	0	1	1	0	3	0	0	1	1	0	0	0	0	0	0	0
ZOTU_2851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	7	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0
ZOTU_4103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	13	0	0	0	0	0	2	0	1	0	0	0	1	1
ZOTU_2172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	1	0	0
ZOTU_6090	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2214	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	3	0	0	1	0	0	3	0	0	0	0	1	2	3	0	1	2	0	1	0	0	0	6	1	2	0	0	1	0	0	0	1
ZOTU_1606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	2	0	0	0	0	1	1	0
ZOTU_1553	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2
ZOTU_1605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	6	1	2	3	0	0	0	0	6	0	1	0	0
ZOTU_4946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
ZOTU_722	0	5	3	0	2	6	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	4
ZOTU_6048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	13	0	3	0	0	0	1	0	1
ZOTU_4043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0
ZOTU_7621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	0	1	0	10	0	0	0	0	0	2
ZOTU_3374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	11	0	1	0	0	1	10	11	2	1	0	0	0	1	0	1	0
ZOTU_3234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	5	0	0
ZOTU_6734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ZOTU_3117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ZOTU_4791	0	0	0	0	0	0	8	0	0	1	6	0	0	2	0	0	0	1	1	0	2	0	1	1	1	0	1	1	1	0	0	0	1	1	0	2	6	0	1	1	0	1	4	0	0	0	0	1
ZOTU_6232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5	3	18	5	0	1	0	0	1	4	0	0	1	1	3	1	1	0	0	3	0	1	1	0	1	0	0	0
ZOTU_4922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ZOTU_1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	5	0	1	0	0	0	21
ZOTU_3560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	2	2	0	3	2	0	0	0	0	1
ZOTU_3115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	5	1	0	5	0	0	3	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
ZOTU_7191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	1	0	1	2	4
ZOTU_3485	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ZOTU_8016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0
ZOTU_3850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	19	0	17	0	29	1	0	0	3	0	17
ZOTU_3311	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_7993	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ZOTU_1632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0
ZOTU_2362	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	2	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0
ZOTU_1825	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ZOTU_7577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	3	0	0	0	0	0	1
ZOTU_7363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	1	1	0	1	1	0	0	0	5	0	1	0
ZOTU_515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	24	1	0	0	0	0	1
ZOTU_881	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	1	1	1	0	2	1	1	0	2	0	2	2	0	0	0	0	0	1	4	0	1	0	0	0	3	0	0	0	0	0
ZOTU_5397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	4	7	0	3	1	12	11	8	2	1	2	0	7	3	1	0	0	0	2	2	2	1	1	1	0	0
ZOTU_3585	0	0	0	0	0	0	0	1	10	0	0	15	0	0	8	1	0	11	0	1	5	1	1	1	0	1	8	2	0	5	0	1	9	0	0	4	0	0	11	0	0	2	0	0	0	1	0	1
ZOTU_7891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	1	0	0	1	0	0	0	0
ZOTU_156	0	0	0	0	0	0	0	0	0	0	0	0	127	8	0	0	8	0	209	6	0	1	5	0	131	2	1	2	7	0	107	4	1	0	2	0	3	0	0	0	0	0	3	0	0	0	1	0
ZOTU_3321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	2	0	0	2	0	0	3	0	0	1	1
ZOTU_4491	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	2	0	0	2	1	3	0	1	3	0	0	1	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0
